trip_id,arrival_time,departure_time,pickup_type,drop_off_type,stop_id,stop_sequence
L01_34_1,21:13:00,21:13:00,,,ECSA:6,9
L01_34_1,21:14:00,21:14:00,,,ECSA:29,10
L01_34_1,21:15:00,21:15:00,,,ECSA:30,11
L01_34_1,21:16:00,21:16:00,,,ECSA:31,12
L01_34_1,21:17:00,21:17:00,,,ECSA:32,13
L01_34_1,21:18:00,21:18:00,,,ECSA:33,14
L01_35_1,21:20:00,21:20:00,,,ECSA:11,1
L01_35_1,21:30:00,21:30:00,,,VA:1,2
L01_35_1,21:31:00,21:31:00,,,1580,3
L01_35_1,21:32:00,21:32:00,,,ECSA:23,4
L01_35_1,21:35:00,21:35:00,,,ECSA:24,5
L01_35_1,21:41:00,21:41:00,,,ECSA:26,7
L01_35_1,21:42:00,21:42:00,,,ECSA:5,8
L01_35_1,21:43:00,21:43:00,,,ECSA:6,9
L01_35_1,21:44:00,21:44:00,,,ECSA:29,10
L01_35_1,21:45:00,21:45:00,,,ECSA:30,11
L01_35_1,21:46:00,21:46:00,,,ECSA:31,12
L01_35_1,21:47:00,21:47:00,,,ECSA:32,13
L01_35_1,21:48:00,21:48:00,,,ECSA:33,14
L01_36_1,21:50:00,21:50:00,,,ECSA:11,1
L01_36_1,22:00:00,22:00:00,,,VA:1,2
L01_36_1,22:01:00,22:01:00,,,1580,3
L01_36_1,22:02:00,22:02:00,,,ECSA:23,4
L01_36_1,22:05:00,22:05:00,,,ECSA:24,5
L01_36_1,22:11:00,22:11:00,,,ECSA:26,7
L01_36_1,22:12:00,22:12:00,,,ECSA:5,8
L01_36_1,22:13:00,22:13:00,,,ECSA:6,9
L01_36_1,22:14:00,22:14:00,,,ECSA:29,10
L01_36_1,22:15:00,22:15:00,,,ECSA:30,11
L01_36_1,22:16:00,22:16:00,,,ECSA:31,12
L01_36_1,22:17:00,22:17:00,,,ECSA:32,13
L01_36_1,22:18:00,22:18:00,,,ECSA:33,14
L01_37_1,22:20:00,22:20:00,,,ECSA:11,1
L01_37_1,22:30:00,22:30:00,,,VA:1,2
L01_37_1,22:31:00,22:31:00,,,1580,3
L01_37_1,22:32:00,22:32:00,,,ECSA:23,4
L01_37_1,22:35:00,22:35:00,,,ECSA:24,5
L01_37_1,22:41:00,22:41:00,,,ECSA:26,7
L01_37_1,22:42:00,22:42:00,,,ECSA:5,8
L01_37_1,22:43:00,22:43:00,,,ECSA:6,9
L01_37_1,22:44:00,22:44:00,,,ECSA:29,10
L01_37_1,22:45:00,22:45:00,,,ECSA:30,11
L01_37_1,22:46:00,22:46:00,,,ECSA:31,12
L01_37_1,22:47:00,22:47:00,,,ECSA:32,13
L01_37_1,22:48:00,22:48:00,,,ECSA:33,14
L01_38_1,22:50:00,22:50:00,,,ECSA:11,1
L01_38_1,23:00:00,23:00:00,,,VA:1,2
L01_38_1,23:01:00,23:01:00,,,1580,3
L01_38_1,23:02:00,23:02:00,,,ECSA:23,4
L01_38_1,23:05:00,23:05:00,,,ECSA:24,5
L01_38_1,23:11:00,23:11:00,,,ECSA:26,7
L01_38_1,23:12:00,23:12:00,,,ECSA:5,8
L01_38_1,23:13:00,23:13:00,,,ECSA:6,9
L01_38_1,23:14:00,23:14:00,,,ECSA:29,10
L01_38_1,23:15:00,23:15:00,,,ECSA:30,11
L01_38_1,23:16:00,23:16:00,,,ECSA:31,12
L01_38_1,23:17:00,23:17:00,,,ECSA:32,13
L01_38_1,23:18:00,23:18:00,,,ECSA:33,14
L01_39_1,23:20:00,23:20:00,,,ECSA:11,1
L01_39_1,23:30:00,23:30:00,,,VA:1,2
L01_39_1,23:31:00,23:31:00,,,1580,3
L01_39_1,23:32:00,23:32:00,,,ECSA:23,4
L01_39_1,23:35:00,23:35:00,,,ECSA:24,5
L01_39_1,23:41:00,23:41:00,,,ECSA:26,6
L01_39_1,23:42:00,23:42:00,,,ECSA:5,7
L01_39_1,23:43:00,23:43:00,,,ECSA:6,8
L01_39_1,23:44:00,23:44:00,,,ECSA:29,9
L01_39_1,23:45:00,23:45:00,,,ECSA:30,10
L01_39_1,23:46:00,23:46:00,,,ECSA:31,11
L01_39_1,23:47:00,23:47:00,,,ECSA:32,12
L01_39_1,23:48:00,23:48:00,,,ECSA:33,13
L02_1_1,01:00:00,01:00:00,,,ECSA:36,1
L02_1_1,01:02:00,01:02:00,,,ECSA:11,2
L02_1_1,01:03:00,01:03:00,,,1580,3
L02_1_1,01:04:00,01:04:00,,,ECSA:23,4
L02_1_1,01:06:00,01:06:00,,,ECSA:24,5
L02_1_1,01:11:00,01:11:00,,,ECSA:26,6
L02_1_1,01:12:00,01:12:00,,,ECSA:5,7
L02_1_1,01:13:00,01:13:00,,,ECSA:6,8
L02_1_1,01:14:00,01:14:00,,,ECSA:29,9
L02_1_1,01:15:00,01:15:00,,,ECSA:30,10
L02_1_1,01:16:00,01:16:00,,,ECSA:31,11
L02_1_1,01:17:00,01:17:00,,,ECSA:32,12
L02_1_1,01:18:00,01:18:00,,,ECSA:33,13
L02_1_1,01:19:00,01:19:00,,,ECSA:1,14
L02_2_1,02:00:00,02:00:00,,,ECSA:36,1
L02_2_1,02:02:00,02:02:00,,,ECSA:11,2
L02_2_1,02:03:00,02:03:00,,,1580,3
L02_2_1,02:04:00,02:04:00,,,ECSA:23,4
L02_2_1,02:06:00,02:06:00,,,ECSA:24,5
L02_2_1,02:11:00,02:11:00,,,ECSA:26,6
L02_2_1,02:12:00,02:12:00,,,ECSA:5,7
L02_2_1,02:13:00,02:13:00,,,ECSA:6,8
L02_2_1,02:14:00,02:14:00,,,ECSA:29,9
L02_2_1,02:15:00,02:15:00,,,ECSA:30,10
L02_2_1,02:16:00,02:16:00,,,ECSA:31,11
L02_2_1,02:17:00,02:17:00,,,ECSA:32,12
L02_2_1,02:18:00,02:18:00,,,ECSA:33,13
L02_2_1,02:19:00,02:19:00,,,ECSA:1,14
L02_3_1,03:00:00,03:00:00,,,ECSA:36,1
L02_3_1,03:03:00,03:03:00,,,ECSA:11,2
L02_3_1,03:03:00,03:03:00,,,1580,3
L02_3_1,03:04:00,03:04:00,,,ECSA:23,4
L02_3_1,03:06:00,03:06:00,,,ECSA:24,5
L02_3_1,03:11:00,03:11:00,,,ECSA:26,6
L02_3_1,03:12:00,03:12:00,,,ECSA:5,7
L02_3_1,03:13:00,03:13:00,,,ECSA:6,8
L02_3_1,03:14:00,03:14:00,,,ECSA:29,9
L02_3_1,03:15:00,03:15:00,,,ECSA:30,10
L02_3_1,03:16:00,03:16:00,,,ECSA:31,11
L02_3_1,03:17:00,03:17:00,,,ECSA:32,12
L02_3_1,03:18:00,03:18:00,,,ECSA:33,13
L02_3_1,03:19:00,03:19:00,,,ECSA:1,14
L02_4_1,04:00:00,04:00:00,,,ECSA:36,1
L02_4_1,04:04:00,04:04:00,,,ECSA:11,2
L02_4_1,04:04:00,04:04:00,,,1580,3
L02_4_1,04:04:00,04:04:00,,,ECSA:23,4
L02_4_1,04:06:00,04:06:00,,,ECSA:24,5
L02_4_1,04:11:00,04:11:00,,,ECSA:26,6
L02_4_1,04:12:00,04:12:00,,,ECSA:5,7
L02_4_1,04:13:00,04:13:00,,,ECSA:6,8
L02_4_1,04:14:00,04:14:00,,,ECSA:29,9
L02_4_1,04:15:00,04:15:00,,,ECSA:30,10
L02_4_1,04:16:00,04:16:00,,,ECSA:31,11
L02_4_1,04:17:00,04:17:00,,,ECSA:32,12
L02_4_1,04:18:00,04:18:00,,,ECSA:33,13
L02_4_1,04:19:00,04:19:00,,,ECSA:1,14
L02_1_0,01:20:00,01:20:00,,,ECSA:33,1
L02_1_0,01:30:00,01:30:00,,,ECSA:1,2
L02_1_0,01:31:00,01:31:00,,,ECSA:2,3
L02_1_0,01:32:00,01:32:00,,,ECSA:34,4
L02_1_0,01:34:00,01:34:00,1,,ECSA:8,5
L02_1_0,01:36:00,01:36:00,1,,ECSA:9,6
L02_1_0,01:37:00,01:37:00,1,,118,7
L02_1_0,01:39:00,01:39:00,,,ECSA:35,8
L02_1_0,01:44:00,01:44:00,,,ECSA:36,9
L02_2_0,02:20:00,02:20:00,,,ECSA:33,1
L02_2_0,02:30:00,02:30:00,,,ECSA:1,2
L02_2_0,02:31:00,02:31:00,,,ECSA:2,3
L02_2_0,02:32:00,02:32:00,,,ECSA:34,4
L02_2_0,02:34:00,02:34:00,1,,ECSA:8,5
L02_2_0,02:36:00,02:36:00,1,,ECSA:9,6
L02_2_0,02:37:00,02:37:00,1,,118,7
L02_2_0,02:39:00,02:39:00,,,ECSA:35,8
L02_2_0,02:44:00,02:44:00,,,ECSA:36,9
L02_3_0,03:20:00,03:20:00,,,ECSA:33,1
L02_3_0,03:30:00,03:30:00,,,ECSA:1,2
L02_3_0,03:31:00,03:31:00,,,ECSA:2,3
L02_3_0,03:32:00,03:32:00,,,ECSA:34,4
L02_3_0,03:34:00,03:34:00,1,,ECSA:8,5
L02_3_0,03:36:00,03:36:00,1,,ECSA:9,6
L02_3_0,03:37:00,03:37:00,1,,118,7
L02_3_0,03:39:00,03:39:00,,,ECSA:35,8
L02_3_0,03:44:00,03:44:00,,,ECSA:36,9
