trip_id,arrival_time,departure_time,pickup_type,drop_off_type,stop_id,stop_sequence
L01_43_0,22:01:00,22:01:00,,,ECSA:2,2
L01_43_0,22:04:00,22:04:00,,,ECSA:3,3
L01_43_0,22:05:00,22:05:00,,,ECSA:4,4
L01_43_0,22:10:00,22:10:00,,,ECSA:5,5
L01_43_0,22:11:00,22:11:00,,,ECSA:6,6
L01_43_0,22:13:00,22:13:00,,,ECSA:7,7
L01_43_0,22:14:00,22:14:00,1,,ECSA:8,8
L01_43_0,22:15:00,22:15:00,1,,ECSA:9,9
L01_43_0,22:16:00,22:16:00,1,,118,10
L01_43_0,22:17:00,22:17:00,,,ECSA:11,11
L01_43_0,22:18:00,22:18:00,,,VA:1,12
L01_44_0,22:30:00,22:30:00,,,ECSA:1,1
L01_44_0,22:31:00,22:31:00,,,ECSA:2,2
L01_44_0,22:34:00,22:34:00,,,ECSA:3,3
L01_44_0,22:35:00,22:35:00,,,ECSA:4,4
L01_44_0,22:40:00,22:40:00,,,ECSA:5,5
L01_44_0,22:41:00,22:41:00,,,ECSA:6,6
L01_44_0,22:43:00,22:43:00,,,ECSA:7,7
L01_44_0,22:44:00,22:44:00,1,,ECSA:8,8
L01_44_0,22:45:00,22:45:00,1,,ECSA:9,9
L01_44_0,22:46:00,22:46:00,1,,118,10
L01_44_0,22:47:00,22:47:00,,,ECSA:11,11
L01_44_0,22:48:00,22:48:00,,,VA:1,12
L01_1_1,06:50:00,06:50:00,,,ECSA:11,1
L01_1_1,07:00:00,07:00:00,,,VA:1,2
L01_1_1,07:01:00,07:01:00,,,1580,3
L01_1_1,07:02:00,07:02:00,,,ECSA:23,4
L01_1_1,07:05:00,07:05:00,,,ECSA:24,5
L01_1_1,07:11:00,07:11:00,,,ECSA:26,7
L01_1_1,07:12:00,07:12:00,,,ECSA:5,8
L01_1_1,07:13:00,07:13:00,,,ECSA:6,9
L01_1_1,07:14:00,07:14:00,,,ECSA:29,10
L01_1_1,07:15:00,07:15:00,,,ECSA:30,11
L01_1_1,07:16:00,07:16:00,,,ECSA:31,12
L01_1_1,07:17:00,07:17:00,,,ECSA:32,13
L01_1_1,07:18:00,07:18:00,,,ECSA:33,14
L01_40_1,07:20:00,07:20:00,,,ECSA:11,1
L01_40_1,07:30:00,07:30:00,,,VA:1,2
L01_40_1,07:31:00,07:31:00,,,1580,3
L01_40_1,07:32:00,07:32:00,,,ECSA:23,4
L01_40_1,07:35:00,07:35:00,,,ECSA:24,5
L01_40_1,07:41:00,07:41:00,,,ECSA:26,6
L01_40_1,07:42:00,07:42:00,,,ECSA:5,7
L01_40_1,07:43:00,07:43:00,,,ECSA:6,8
L01_40_1,07:44:00,07:44:00,,,ECSA:29,9
L01_40_1,07:45:00,07:45:00,,,ECSA:30,10
L01_40_1,07:46:00,07:46:00,,,ECSA:31,11
L01_40_1,07:47:00,07:47:00,,,ECSA:32,12
L01_40_1,07:48:00,07:48:00,,,ECSA:33,13
L01_2_1,07:50:00,07:50:00,,,ECSA:11,1
L01_2_1,08:00:00,08:00:00,,,VA:1,2
L01_2_1,08:01:00,08:01:00,,,1580,3
L01_2_1,08:02:00,08:02:00,,,ECSA:23,4
L01_2_1,08:05:00,08:05:00,,,ECSA:24,5
L01_2_1,08:11:00,08:11:00,,,ECSA:26,7
L01_2_1,08:12:00,08:12:00,,,ECSA:5,8
L01_2_1,08:13:00,08:13:00,,,ECSA:6,9
L01_2_1,08:14:00,08:14:00,,,ECSA:29,10
L01_2_1,08:15:00,08:15:00,,,ECSA:30,11
L01_2_1,08:16:00,08:16:00,,,ECSA:31,12
L01_2_1,08:17:00,08:17:00,,,ECSA:32,13
L01_2_1,08:18:00,08:18:00,,,ECSA:33,14
L01_3_1,08:05:00,08:05:00,,,ECSA:11,1
L01_3_1,08:15:00,08:15:00,,,VA:1,2
L01_3_1,08:16:00,08:16:00,,,1580,3
L01_3_1,08:17:00,08:17:00,,,ECSA:23,4
L01_3_1,08:20:00,08:20:00,,,ECSA:24,5
L01_3_1,08:26:00,08:26:00,,,ECSA:26,7
L01_3_1,08:27:00,08:27:00,,,ECSA:5,8
L01_3_1,08:28:00,08:28:00,,,ECSA:6,9
L01_3_1,08:29:00,08:29:00,,,ECSA:29,10
L01_3_1,08:30:00,08:30:00,,,ECSA:30,11
L01_3_1,08:31:00,08:31:00,,,ECSA:31,12
L01_3_1,08:32:00,08:32:00,,,ECSA:32,13
L01_3_1,08:33:00,08:33:00,,,ECSA:33,14
L01_4_1,08:20:00,08:20:00,,,ECSA:11,1
L01_4_1,08:30:00,08:30:00,,,VA:1,2
L01_4_1,08:31:00,08:31:00,,,1580,3
L01_4_1,08:32:00,08:32:00,,,ECSA:23,4
L01_4_1,08:35:00,08:35:00,,,ECSA:24,5
L01_4_1,08:41:00,08:41:00,,,ECSA:26,7
L01_4_1,08:42:00,08:42:00,,,ECSA:5,8
L01_4_1,08:43:00,08:43:00,,,ECSA:6,9
L01_4_1,08:44:00,08:44:00,,,ECSA:29,10
L01_4_1,08:45:00,08:45:00,,,ECSA:30,11
L01_4_1,08:46:00,08:46:00,,,ECSA:31,12
L01_4_1,08:47:00,08:47:00,,,ECSA:32,13
L01_4_1,08:48:00,08:48:00,,,ECSA:33,14
L01_5_1,08:35:00,08:35:00,,,ECSA:11,1
L01_5_1,08:45:00,08:45:00,,,VA:1,2
L01_5_1,08:46:00,08:46:00,,,1580,3
L01_5_1,08:47:00,08:47:00,,,ECSA:23,4
L01_5_1,08:50:00,08:50:00,,,ECSA:24,5
L01_5_1,08:56:00,08:56:00,,,ECSA:26,7
L01_5_1,08:57:00,08:57:00,,,ECSA:5,8
L01_5_1,08:58:00,08:58:00,,,ECSA:6,9
L01_5_1,08:59:00,08:59:00,,,ECSA:29,10
L01_5_1,09:00:00,09:00:00,,,ECSA:30,11
L01_5_1,09:01:00,09:01:00,,,ECSA:31,12
L01_5_1,09:02:00,09:02:00,,,ECSA:32,13
L01_5_1,09:03:00,09:03:00,,,ECSA:33,14
L01_6_1,08:50:00,08:50:00,,,ECSA:11,1
L01_6_1,09:00:00,09:00:00,,,VA:1,2
L01_6_1,09:01:00,09:01:00,,,1580,3
L01_6_1,09:02:00,09:02:00,,,ECSA:23,4
L01_6_1,09:05:00,09:05:00,,,ECSA:24,5
L01_6_1,09:11:00,09:11:00,,,ECSA:26,7
L01_6_1,09:12:00,09:12:00,,,ECSA:5,8
L01_6_1,09:13:00,09:13:00,,,ECSA:6,9
L01_6_1,09:14:00,09:14:00,,,ECSA:29,10
L01_6_1,09:15:00,09:15:00,,,ECSA:30,11
L01_6_1,09:16:00,09:16:00,,,ECSA:31,12
L01_6_1,09:17:00,09:17:00,,,ECSA:32,13
L01_6_1,09:18:00,09:18:00,,,ECSA:33,14
L01_7_1,09:05:00,09:05:00,,,ECSA:11,1
L01_7_1,09:15:00,09:15:00,,,VA:1,2
L01_7_1,09:16:00,09:16:00,,,1580,3
L01_7_1,09:17:00,09:17:00,,,ECSA:23,4
L01_7_1,09:20:00,09:20:00,,,ECSA:24,5
L01_7_1,09:26:00,09:26:00,,,ECSA:26,7
L01_7_1,09:27:00,09:27:00,,,ECSA:5,8
L01_7_1,09:28:00,09:28:00,,,ECSA:6,9
L01_7_1,09:29:00,09:29:00,,,ECSA:29,10
L01_7_1,09:30:00,09:30:00,,,ECSA:30,11
L01_7_1,09:31:00,09:31:00,,,ECSA:31,12
L01_7_1,09:32:00,09:32:00,,,ECSA:32,13
L01_7_1,09:33:00,09:33:00,,,ECSA:33,14
L01_8_1,09:20:00,09:20:00,,,ECSA:11,1
L01_8_1,09:30:00,09:30:00,,,VA:1,2
L01_8_1,09:31:00,09:31:00,,,1580,3
L01_8_1,09:32:00,09:32:00,,,ECSA:23,4
L01_8_1,09:35:00,09:35:00,,,ECSA:24,5
L01_8_1,09:41:00,09:41:00,,,ECSA:26,7
L01_8_1,09:42:00,09:42:00,,,ECSA:5,8
L01_8_1,09:43:00,09:43:00,,,ECSA:6,9
L01_8_1,09:44:00,09:44:00,,,ECSA:29,10
L01_8_1,09:45:00,09:45:00,,,ECSA:30,11
L01_8_1,09:46:00,09:46:00,,,ECSA:31,12
L01_8_1,09:47:00,09:47:00,,,ECSA:32,13
L01_8_1,09:48:00,09:48:00,,,ECSA:33,14
L01_9_1,09:50:00,09:50:00,,,ECSA:11,1
L01_9_1,10:00:00,10:00:00,,,VA:1,2
L01_9_1,10:01:00,10:01:00,,,1580,3
L01_9_1,10:02:00,10:02:00,,,ECSA:23,4
L01_9_1,10:05:00,10:05:00,,,ECSA:24,5
L01_9_1,10:11:00,10:11:00,,,ECSA:26,7
L01_9_1,10:12:00,10:12:00,,,ECSA:5,8
L01_9_1,10:13:00,10:13:00,,,ECSA:6,9
L01_9_1,10:14:00,10:14:00,,,ECSA:29,10
L01_9_1,10:15:00,10:15:00,,,ECSA:30,11
L01_9_1,10:16:00,10:16:00,,,ECSA:31,12
L01_9_1,10:17:00,10:17:00,,,ECSA:32,13
L01_9_1,10:18:00,10:18:00,,,ECSA:33,14
L01_10_1,10:20:00,10:20:00,,,ECSA:11,1
L01_10_1,10:30:00,10:30:00,,,VA:1,2
L01_10_1,10:31:00,10:31:00,,,1580,3
L01_10_1,10:32:00,10:32:00,,,ECSA:23,4
L01_10_1,10:35:00,10:35:00,,,ECSA:24,5
L01_10_1,10:41:00,10:41:00,,,ECSA:26,7
L01_10_1,10:42:00,10:42:00,,,ECSA:5,8
L01_10_1,10:43:00,10:43:00,,,ECSA:6,9
L01_10_1,10:44:00,10:44:00,,,ECSA:29,10
L01_10_1,10:45:00,10:45:00,,,ECSA:30,11
L01_10_1,10:46:00,10:46:00,,,ECSA:31,12
L01_10_1,10:47:00,10:47:00,,,ECSA:32,13
L01_10_1,10:48:00,10:48:00,,,ECSA:33,14
L01_11_1,10:50:00,10:50:00,,,ECSA:11,1
L01_11_1,11:00:00,11:00:00,,,VA:1,2
L01_11_1,11:01:00,11:01:00,,,1580,3
L01_11_1,11:02:00,11:02:00,,,ECSA:23,4
L01_11_1,11:05:00,11:05:00,,,ECSA:24,5
L01_11_1,11:11:00,11:11:00,,,ECSA:26,7
L01_11_1,11:12:00,11:12:00,,,ECSA:5,8
L01_11_1,11:13:00,11:13:00,,,ECSA:6,9
L01_11_1,11:14:00,11:14:00,,,ECSA:29,10
L01_11_1,11:15:00,11:15:00,,,ECSA:30,11
L01_11_1,11:16:00,11:16:00,,,ECSA:31,12
L01_11_1,11:17:00,11:17:00,,,ECSA:32,13
L01_11_1,11:18:00,11:18:00,,,ECSA:33,14
L01_12_1,11:20:00,11:20:00,,,ECSA:11,1
L01_12_1,11:30:00,11:30:00,,,VA:1,2
L01_12_1,11:31:00,11:31:00,,,1580,3
L01_12_1,11:32:00,11:32:00,,,ECSA:23,4
L01_12_1,11:35:00,11:35:00,,,ECSA:24,5
L01_12_1,11:41:00,11:41:00,,,ECSA:26,7
L01_12_1,11:42:00,11:42:00,,,ECSA:5,8
L01_12_1,11:43:00,11:43:00,,,ECSA:6,9
L01_12_1,11:44:00,11:44:00,,,ECSA:29,10
L01_12_1,11:45:00,11:45:00,,,ECSA:30,11
L01_12_1,11:46:00,11:46:00,,,ECSA:31,12
L01_12_1,11:47:00,11:47:00,,,ECSA:32,13
L01_12_1,11:48:00,11:48:00,,,ECSA:33,14
L01_13_1,11:50:00,11:50:00,,,ECSA:11,1
L01_13_1,12:00:00,12:00:00,,,VA:1,2
L01_13_1,12:01:00,12:01:00,,,1580,3
L01_13_1,12:02:00,12:02:00,,,ECSA:23,4
L01_13_1,12:05:00,12:05:00,,,ECSA:24,5
L01_13_1,12:11:00,12:11:00,,,ECSA:26,7
L01_13_1,12:12:00,12:12:00,,,ECSA:5,8
L01_13_1,12:13:00,12:13:00,,,ECSA:6,9
L01_13_1,12:14:00,12:14:00,,,ECSA:29,10
L01_13_1,12:15:00,12:15:00,,,ECSA:30,11
L01_13_1,12:16:00,12:16:00,,,ECSA:31,12
L01_13_1,12:17:00,12:17:00,,,ECSA:32,13
L01_13_1,12:18:00,12:18:00,,,ECSA:33,14
L01_14_1,12:20:00,12:20:00,,,ECSA:11,1
L01_14_1,12:30:00,12:30:00,,,VA:1,2
L01_14_1,12:31:00,12:31:00,,,1580,3
L01_14_1,12:32:00,12:32:00,,,ECSA:23,4
L01_14_1,12:35:00,12:35:00,,,ECSA:24,5
L01_14_1,12:41:00,12:41:00,,,ECSA:26,7
L01_14_1,12:42:00,12:42:00,,,ECSA:5,8
L01_14_1,12:43:00,12:43:00,,,ECSA:6,9
L01_14_1,12:44:00,12:44:00,,,ECSA:29,10
L01_14_1,12:45:00,12:45:00,,,ECSA:30,11
L01_14_1,12:46:00,12:46:00,,,ECSA:31,12
L01_14_1,12:47:00,12:47:00,,,ECSA:32,13
L01_14_1,12:48:00,12:48:00,,,ECSA:33,14
L01_15_1,12:50:00,12:50:00,,,ECSA:11,1
L01_15_1,13:00:00,13:00:00,,,VA:1,2
L01_15_1,13:01:00,13:01:00,,,1580,3
L01_15_1,13:02:00,13:02:00,,,ECSA:23,4
L01_15_1,13:05:00,13:05:00,,,ECSA:24,5
L01_15_1,13:11:00,13:11:00,,,ECSA:26,7
L01_15_1,13:12:00,13:12:00,,,ECSA:5,8
L01_15_1,13:13:00,13:13:00,,,ECSA:6,9
L01_15_1,13:14:00,13:14:00,,,ECSA:29,10
L01_15_1,13:15:00,13:15:00,,,ECSA:30,11
L01_15_1,13:16:00,13:16:00,,,ECSA:31,12
L01_15_1,13:17:00,13:17:00,,,ECSA:32,13
L01_15_1,13:18:00,13:18:00,,,ECSA:33,14
L01_16_1,13:05:00,13:05:00,,,ECSA:11,1
L01_16_1,13:15:00,13:15:00,,,VA:1,2
L01_16_1,13:16:00,13:16:00,,,1580,3
L01_16_1,13:17:00,13:17:00,,,ECSA:23,4
L01_16_1,13:20:00,13:20:00,,,ECSA:24,5
L01_16_1,13:26:00,13:26:00,,,ECSA:26,7
L01_16_1,13:27:00,13:27:00,,,ECSA:5,8
L01_16_1,13:28:00,13:28:00,,,ECSA:6,9
L01_16_1,13:29:00,13:29:00,,,ECSA:29,10
L01_16_1,13:30:00,13:30:00,,,ECSA:30,11
L01_16_1,13:31:00,13:31:00,,,ECSA:31,12
L01_16_1,13:32:00,13:32:00,,,ECSA:32,13
L01_16_1,13:33:00,13:33:00,,,ECSA:33,14
L01_17_1,13:20:00,13:20:00,,,ECSA:11,1
L01_17_1,13:30:00,13:30:00,,,VA:1,2
L01_17_1,13:31:00,13:31:00,,,1580,3
L01_17_1,13:32:00,13:32:00,,,ECSA:23,4
L01_17_1,13:35:00,13:35:00,,,ECSA:24,5
L01_17_1,13:41:00,13:41:00,,,ECSA:26,7
L01_17_1,13:42:00,13:42:00,,,ECSA:5,8
L01_17_1,13:43:00,13:43:00,,,ECSA:6,9
L01_17_1,13:44:00,13:44:00,,,ECSA:29,10
L01_17_1,13:45:00,13:45:00,,,ECSA:30,11
L01_17_1,13:46:00,13:46:00,,,ECSA:31,12
L01_17_1,13:47:00,13:47:00,,,ECSA:32,13
L01_17_1,13:48:00,13:48:00,,,ECSA:33,14
L01_18_1,13:35:00,13:35:00,,,ECSA:11,1
L01_18_1,13:45:00,13:45:00,,,VA:1,2
L01_18_1,13:46:00,13:46:00,,,1580,3
L01_18_1,13:47:00,13:47:00,,,ECSA:23,4
L01_18_1,13:50:00,13:50:00,,,ECSA:24,5
L01_18_1,13:56:00,13:56:00,,,ECSA:26,7
L01_18_1,13:57:00,13:57:00,,,ECSA:5,8
L01_18_1,13:58:00,13:58:00,,,ECSA:6,9
L01_18_1,13:59:00,13:59:00,,,ECSA:29,10
L01_18_1,14:00:00,14:00:00,,,ECSA:30,11
L01_18_1,14:01:00,14:01:00,,,ECSA:31,12
L01_18_1,14:02:00,14:02:00,,,ECSA:32,13
L01_18_1,14:03:00,14:03:00,,,ECSA:33,14
L01_19_1,13:50:00,13:50:00,,,ECSA:11,1
L01_19_1,14:00:00,14:00:00,,,VA:1,2
L01_19_1,14:01:00,14:01:00,,,1580,3
L01_19_1,14:02:00,14:02:00,,,ECSA:23,4
L01_19_1,14:05:00,14:05:00,,,ECSA:24,5
L01_19_1,14:11:00,14:11:00,,,ECSA:26,7
L01_19_1,14:12:00,14:12:00,,,ECSA:5,8
L01_19_1,14:13:00,14:13:00,,,ECSA:6,9
L01_19_1,14:14:00,14:14:00,,,ECSA:29,10
L01_19_1,14:15:00,14:15:00,,,ECSA:30,11
L01_19_1,14:16:00,14:16:00,,,ECSA:31,12
L01_19_1,14:17:00,14:17:00,,,ECSA:32,13
L01_19_1,14:18:00,14:18:00,,,ECSA:33,14
L01_20_1,14:05:00,14:05:00,,,ECSA:11,1
L01_20_1,14:15:00,14:15:00,,,VA:1,2
L01_20_1,14:16:00,14:16:00,,,1580,3
L01_20_1,14:17:00,14:17:00,,,ECSA:23,4
L01_20_1,14:20:00,14:20:00,,,ECSA:24,5
L01_20_1,14:26:00,14:26:00,,,ECSA:26,7
L01_20_1,14:27:00,14:27:00,,,ECSA:5,8
L01_20_1,14:28:00,14:28:00,,,ECSA:6,9
L01_20_1,14:29:00,14:29:00,,,ECSA:29,10
L01_20_1,14:30:00,14:30:00,,,ECSA:30,11
L01_20_1,14:31:00,14:31:00,,,ECSA:31,12
L01_20_1,14:32:00,14:32:00,,,ECSA:32,13
L01_20_1,14:33:00,14:33:00,,,ECSA:33,14
L01_21_1,14:20:00,14:20:00,,,ECSA:11,1
L01_21_1,14:30:00,14:30:00,,,VA:1,2
L01_21_1,14:31:00,14:31:00,,,1580,3
L01_21_1,14:32:00,14:32:00,,,ECSA:23,4
L01_21_1,14:35:00,14:35:00,,,ECSA:24,5
L01_21_1,14:41:00,14:41:00,,,ECSA:26,7
L01_21_1,14:42:00,14:42:00,,,ECSA:5,8
L01_21_1,14:43:00,14:43:00,,,ECSA:6,9
L01_21_1,14:44:00,14:44:00,,,ECSA:29,10
L01_21_1,14:45:00,14:45:00,,,ECSA:30,11
L01_21_1,14:46:00,14:46:00,,,ECSA:31,12
L01_21_1,14:47:00,14:47:00,,,ECSA:32,13
L01_21_1,14:48:00,14:48:00,,,ECSA:33,14
L01_22_1,14:50:00,14:50:00,,,ECSA:11,1
L01_22_1,15:00:00,15:00:00,,,VA:1,2
L01_22_1,15:01:00,15:01:00,,,1580,3
L01_22_1,15:02:00,15:02:00,,,ECSA:23,4
L01_22_1,15:05:00,15:05:00,,,ECSA:24,5
L01_22_1,15:11:00,15:11:00,,,ECSA:26,7
L01_22_1,15:12:00,15:12:00,,,ECSA:5,8
L01_22_1,15:13:00,15:13:00,,,ECSA:6,9
L01_22_1,15:14:00,15:14:00,,,ECSA:29,10
L01_22_1,15:15:00,15:15:00,,,ECSA:30,11
L01_22_1,15:16:00,15:16:00,,,ECSA:31,12
L01_22_1,15:17:00,15:17:00,,,ECSA:32,13
L01_22_1,15:18:00,15:18:00,,,ECSA:33,14
L01_23_1,15:20:00,15:20:00,,,ECSA:11,1
L01_23_1,15:30:00,15:30:00,,,VA:1,2
L01_23_1,15:31:00,15:31:00,,,1580,3
L01_23_1,15:32:00,15:32:00,,,ECSA:23,4
L01_23_1,15:35:00,15:35:00,,,ECSA:24,5
L01_23_1,15:41:00,15:41:00,,,ECSA:26,7
L01_23_1,15:42:00,15:42:00,,,ECSA:5,8
L01_23_1,15:43:00,15:43:00,,,ECSA:6,9
L01_23_1,15:44:00,15:44:00,,,ECSA:29,10
L01_23_1,15:45:00,15:45:00,,,ECSA:30,11
L01_23_1,15:46:00,15:46:00,,,ECSA:31,12
L01_23_1,15:47:00,15:47:00,,,ECSA:32,13
L01_23_1,15:48:00,15:48:00,,,ECSA:33,14
L01_24_1,15:50:00,15:50:00,,,ECSA:11,1
L01_24_1,16:00:00,16:00:00,,,VA:1,2
L01_24_1,16:01:00,16:01:00,,,1580,3
L01_24_1,16:02:00,16:02:00,,,ECSA:23,4
L01_24_1,16:05:00,16:05:00,,,ECSA:24,5
L01_24_1,16:11:00,16:11:00,,,ECSA:26,7
L01_24_1,16:12:00,16:12:00,,,ECSA:5,8
L01_24_1,16:13:00,16:13:00,,,ECSA:6,9
L01_24_1,16:14:00,16:14:00,,,ECSA:29,10
L01_24_1,16:15:00,16:15:00,,,ECSA:30,11
L01_24_1,16:16:00,16:16:00,,,ECSA:31,12
L01_24_1,16:17:00,16:17:00,,,ECSA:32,13
L01_24_1,16:18:00,16:18:00,,,ECSA:33,14
L01_25_1,16:20:00,16:20:00,,,ECSA:11,1
L01_25_1,16:30:00,16:30:00,,,VA:1,2
L01_25_1,16:31:00,16:31:00,,,1580,3
L01_25_1,16:32:00,16:32:00,,,ECSA:23,4
L01_25_1,16:35:00,16:35:00,,,ECSA:24,5
L01_25_1,16:41:00,16:41:00,,,ECSA:26,7
L01_25_1,16:42:00,16:42:00,,,ECSA:5,8
L01_25_1,16:43:00,16:43:00,,,ECSA:6,9
L01_25_1,16:44:00,16:44:00,,,ECSA:29,10
L01_25_1,16:45:00,16:45:00,,,ECSA:30,11
L01_25_1,16:46:00,16:46:00,,,ECSA:31,12
L01_25_1,16:47:00,16:47:00,,,ECSA:32,13
L01_25_1,16:48:00,16:48:00,,,ECSA:33,14
L01_26_1,16:50:00,16:50:00,,,ECSA:11,1
L01_26_1,17:00:00,17:00:00,,,VA:1,2
L01_26_1,17:01:00,17:01:00,,,1580,3
L01_26_1,17:02:00,17:02:00,,,ECSA:23,4
L01_26_1,17:05:00,17:05:00,,,ECSA:24,5
L01_26_1,17:11:00,17:11:00,,,ECSA:26,7
L01_26_1,17:12:00,17:12:00,,,ECSA:5,8
L01_26_1,17:13:00,17:13:00,,,ECSA:6,9
L01_26_1,17:14:00,17:14:00,,,ECSA:29,10
L01_26_1,17:15:00,17:15:00,,,ECSA:30,11
L01_26_1,17:16:00,17:16:00,,,ECSA:31,12
L01_26_1,17:17:00,17:17:00,,,ECSA:32,13
L01_26_1,17:18:00,17:18:00,,,ECSA:33,14
L01_27_1,17:20:00,17:20:00,,,ECSA:11,1
L01_27_1,17:30:00,17:30:00,,,VA:1,2
L01_27_1,17:31:00,17:31:00,,,1580,3
L01_27_1,17:32:00,17:32:00,,,ECSA:23,4
L01_27_1,17:35:00,17:35:00,,,ECSA:24,5
L01_27_1,17:41:00,17:41:00,,,ECSA:26,7
L01_27_1,17:42:00,17:42:00,,,ECSA:5,8
L01_27_1,17:43:00,17:43:00,,,ECSA:6,9
L01_27_1,17:44:00,17:44:00,,,ECSA:29,10
L01_27_1,17:45:00,17:45:00,,,ECSA:30,11
L01_27_1,17:46:00,17:46:00,,,ECSA:31,12
L01_27_1,17:47:00,17:47:00,,,ECSA:32,13
L01_27_1,17:48:00,17:48:00,,,ECSA:33,14
L01_28_1,17:50:00,17:50:00,,,ECSA:11,1
L01_28_1,18:00:00,18:00:00,,,VA:1,2
L01_28_1,18:01:00,18:01:00,,,1580,3
L01_28_1,18:02:00,18:02:00,,,ECSA:23,4
L01_28_1,18:05:00,18:05:00,,,ECSA:24,5
L01_28_1,18:11:00,18:11:00,,,ECSA:26,7
L01_28_1,18:12:00,18:12:00,,,ECSA:5,8
L01_28_1,18:13:00,18:13:00,,,ECSA:6,9
L01_28_1,18:14:00,18:14:00,,,ECSA:29,10
L01_28_1,18:15:00,18:15:00,,,ECSA:30,11
L01_28_1,18:16:00,18:16:00,,,ECSA:31,12
L01_28_1,18:17:00,18:17:00,,,ECSA:32,13
L01_28_1,18:18:00,18:18:00,,,ECSA:33,14
L01_29_1,18:20:00,18:20:00,,,ECSA:11,1
L01_29_1,18:30:00,18:30:00,,,VA:1,2
L01_29_1,18:31:00,18:31:00,,,1580,3
L01_29_1,18:32:00,18:32:00,,,ECSA:23,4
L01_29_1,18:35:00,18:35:00,,,ECSA:24,5
L01_29_1,18:41:00,18:41:00,,,ECSA:26,7
L01_29_1,18:42:00,18:42:00,,,ECSA:5,8
L01_29_1,18:43:00,18:43:00,,,ECSA:6,9
L01_29_1,18:44:00,18:44:00,,,ECSA:29,10
L01_29_1,18:45:00,18:45:00,,,ECSA:30,11
L01_29_1,18:46:00,18:46:00,,,ECSA:31,12
L01_29_1,18:47:00,18:47:00,,,ECSA:32,13
L01_29_1,18:48:00,18:48:00,,,ECSA:33,14
L01_30_1,18:50:00,18:50:00,,,ECSA:11,1
L01_30_1,19:00:00,19:00:00,,,VA:1,2
L01_30_1,19:01:00,19:01:00,,,1580,3
L01_30_1,19:02:00,19:02:00,,,ECSA:23,4
L01_30_1,19:05:00,19:05:00,,,ECSA:24,5
L01_30_1,19:11:00,19:11:00,,,ECSA:26,7
L01_30_1,19:12:00,19:12:00,,,ECSA:5,8
L01_30_1,19:13:00,19:13:00,,,ECSA:6,9
L01_30_1,19:14:00,19:14:00,,,ECSA:29,10
L01_30_1,19:15:00,19:15:00,,,ECSA:30,11
L01_30_1,19:16:00,19:16:00,,,ECSA:31,12
L01_30_1,19:17:00,19:17:00,,,ECSA:32,13
L01_30_1,19:18:00,19:18:00,,,ECSA:33,14
L01_31_1,19:20:00,19:20:00,,,ECSA:11,1
L01_31_1,19:30:00,19:30:00,,,VA:1,2
L01_31_1,19:31:00,19:31:00,,,1580,3
L01_31_1,19:32:00,19:32:00,,,ECSA:23,4
L01_31_1,19:35:00,19:35:00,,,ECSA:24,5
L01_31_1,19:41:00,19:41:00,,,ECSA:26,7
L01_31_1,19:42:00,19:42:00,,,ECSA:5,8
L01_31_1,19:43:00,19:43:00,,,ECSA:6,9
L01_31_1,19:44:00,19:44:00,,,ECSA:29,10
L01_31_1,19:45:00,19:45:00,,,ECSA:30,11
L01_31_1,19:46:00,19:46:00,,,ECSA:31,12
L01_31_1,19:47:00,19:47:00,,,ECSA:32,13
L01_31_1,19:48:00,19:48:00,,,ECSA:33,14
L01_32_1,19:50:00,19:50:00,,,ECSA:11,1
L01_32_1,20:00:00,20:00:00,,,VA:1,2
L01_32_1,20:01:00,20:01:00,,,1580,3
L01_32_1,20:02:00,20:02:00,,,ECSA:23,4
L01_32_1,20:05:00,20:05:00,,,ECSA:24,5
L01_32_1,20:11:00,20:11:00,,,ECSA:26,7
L01_32_1,20:12:00,20:12:00,,,ECSA:5,8
L01_32_1,20:13:00,20:13:00,,,ECSA:6,9
L01_32_1,20:14:00,20:14:00,,,ECSA:29,10
L01_32_1,20:15:00,20:15:00,,,ECSA:30,11
L01_32_1,20:16:00,20:16:00,,,ECSA:31,12
L01_32_1,20:17:00,20:17:00,,,ECSA:32,13
L01_32_1,20:18:00,20:18:00,,,ECSA:33,14
L01_33_1,20:20:00,20:20:00,,,ECSA:11,1
L01_33_1,20:30:00,20:30:00,,,VA:1,2
L01_33_1,20:31:00,20:31:00,,,1580,3
L01_33_1,20:32:00,20:32:00,,,ECSA:23,4
L01_33_1,20:35:00,20:35:00,,,ECSA:24,5
L01_33_1,20:41:00,20:41:00,,,ECSA:26,7
L01_33_1,20:42:00,20:42:00,,,ECSA:5,8
L01_33_1,20:43:00,20:43:00,,,ECSA:6,9
L01_33_1,20:44:00,20:44:00,,,ECSA:29,10
L01_33_1,20:45:00,20:45:00,,,ECSA:30,11
L01_33_1,20:46:00,20:46:00,,,ECSA:31,12
L01_33_1,20:47:00,20:47:00,,,ECSA:32,13
L01_33_1,20:48:00,20:48:00,,,ECSA:33,14
L01_34_1,20:50:00,20:50:00,,,ECSA:11,1
L01_34_1,21:00:00,21:00:00,,,VA:1,2
L01_34_1,21:01:00,21:01:00,,,1580,3
L01_34_1,21:02:00,21:02:00,,,ECSA:23,4
L01_34_1,21:05:00,21:05:00,,,ECSA:24,5
L01_34_1,21:11:00,21:11:00,,,ECSA:26,7
L01_34_1,21:12:00,21:12:00,,,ECSA:5,8
