stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
555,1382,Plaza Madrid fuente,Parada,41.6480565919689,-4.72577314029632,,http://www.auvasa.es/parada.asp?codigo=555,,,Europe/Madrid
557,1384,Avenida Zamora frente Las Arcas,Parada,41.6181836192984,-4.73230104545384,,http://www.auvasa.es/parada.asp?codigo=557,,,Europe/Madrid
558,1385,Avenida Zamora Colegio San Agustín,Parada,41.6175218294851,-4.72618382593292,,http://www.auvasa.es/parada.asp?codigo=558,,,Europe/Madrid
559,1387,Calle Dos de Mayo esquina Divina Pastora,Parada,41.6478184429961,-4.72507910250987,,http://www.auvasa.es/parada.asp?codigo=559,,,Europe/Madrid
561,1389,Carretera Rueda 204 frente Centro Deportivo,Parada,41.6127246361796,-4.7505122045397,,http://www.auvasa.es/parada.asp?codigo=561,,,Europe/Madrid
562,1390,Calle Enseñanza Centro Educación Especial,Parada,41.6602504468898,-4.74781883646919,,http://www.auvasa.es/parada.asp?codigo=562,,,Europe/Madrid
563,1391,Calle Monasterio Santo Domingo de Silos 3,Parada,41.6452358857845,-4.74555361096029,,http://www.auvasa.es/parada.asp?codigo=563,,,Europe/Madrid
564,1392,Calle Monasterio Santo Domingo de Silos 8,Parada,41.6453957132652,-4.74534996579974,,http://www.auvasa.es/parada.asp?codigo=564,,,Europe/Madrid
565,1393,Cañada Real PRAE,Parada,41.6037930413633,-4.76244879420494,,http://www.auvasa.es/parada.asp?codigo=565,,,Europe/Madrid
566,1394,Cañada Real frente PRAE,Parada,41.603090798803,-4.76247770238026,,http://www.auvasa.es/parada.asp?codigo=566,,,Europe/Madrid
567,1395,Cañada Real Vivero,Parada,41.5989882251273,-4.76515525865095,,http://www.auvasa.es/parada.asp?codigo=567,,,Europe/Madrid
568,1396,Cañada Real frente Vivero,Parada,41.5990036977572,-4.76504587622251,,http://www.auvasa.es/parada.asp?codigo=568,,,Europe/Madrid
569,1397,Calle Kilimanjaro fte. Plaza Everest,Parada,41.6149340442411,-4.71683999793761,,http://www.auvasa.es/parada.asp?codigo=569,,,Europe/Madrid
570,1398,Calle Recondo 23 esq. Acera Recoletos,Parada,41.643384476909,-4.72595410176338,,http://www.auvasa.es/parada.asp?codigo=570,,,Europe/Madrid
571,1399,Calle General Ruiz 4,Parada,41.6466590423232,-4.72426700318313,,http://www.auvasa.es/parada.asp?codigo=571,,,Europe/Madrid
572,1400,Calle C/ Ciudad de La Habana 17,Parada,41.6345235068727,-4.76255197489168,,http://www.auvasa.es/parada.asp?codigo=572,,,Europe/Madrid
573,1401,Calle Cuesta Redonda esq. Azuela,Parada,41.6103529113006,-4.67905522229675,,http://www.auvasa.es/parada.asp?codigo=573,,,Europe/Madrid
574,1402,Camino de Las Yeseras Polideportivo Municipal,Parada,41.6117180410459,-4.6801169941645,,http://www.auvasa.es/parada.asp?codigo=574,,,Europe/Madrid
575,1403,Calle Cuesta Redonda Piscinas Municipales,Parada,41.6104349379463,-4.68186796267344,,http://www.auvasa.es/parada.asp?codigo=575,,,Europe/Madrid
2411,1405,Plaza Doctor Quemada frente Iglesia Santo Domingo de Guzmán,Parada,41.6328100684792,-4.74135814894217,,http://www.auvasa.es/parada.asp?codigo=2411,,,Europe/Madrid
2922,1406,Adolfo Miaja de la Muela frente Nuñez de Guzman,Parada,41.6349868187605,-4.75552812273529,,http://www.auvasa.es/parada.asp?codigo=2922,,,Europe/Madrid
2915,1407,Paseo del Obregón esq Brezo,Parada,41.6723886563079,-4.72932840722739,,http://www.auvasa.es/parada.asp?codigo=2915,,,Europe/Madrid
2917,1408,El Pinar de Antequera hacia Pte Duero,Parada,41.5879349661796,-4.75586555196679,,http://www.auvasa.es/parada.asp?codigo=2917,,,Europe/Madrid
2919,1409,Andrómeda esquina Orden de Malta,Parada,41.6551270078788,-4.70514614640447,,http://www.auvasa.es/parada.asp?codigo=2919,,,Europe/Madrid
2920,1410,Andrómeda frente Orden de Malta,Parada,41.6552348751786,-4.70521430163913,,http://www.auvasa.es/parada.asp?codigo=2920,,,Europe/Madrid
2923,1411,Madre de Dios 6,Parada,41.6580863355115,-4.71734880738889,,http://www.auvasa.es/parada.asp?codigo=2923,,,Europe/Madrid
2924,1412,Ctra. Arcas Reales fte. La Salle,Parada,41.617296572914,-4.73335721310818,,http://www.auvasa.es/parada.asp?codigo=2924,,,Europe/Madrid
1,550,Calle Hernando de Acuña 1 esquina Mateo Seoane Sobral,Parada,41.6379983836047,-4.75574461249468,,http://www.auvasa.es/parada.asp?codigo=1,,,Europe/Madrid
2,551,Calle Hernando de Acuña 13 esquina Manuel Silvela,Parada,41.637992139995,-4.75843566197342,,http://www.auvasa.es/parada.asp?codigo=2,,,Europe/Madrid
3,552,Calle Hernando de Acuña 18 esquina Manuel Silvela,Parada,41.6381753268001,-4.75855368880795,,http://www.auvasa.es/parada.asp?codigo=3,,,Europe/Madrid
4,553,Calle Hernando de Acuña Parcela 21 esquina Juan Valladolid,Parada,41.6382000393549,-4.75466700275599,,http://www.auvasa.es/parada.asp?codigo=4,,,Europe/Madrid
5,554,Calle Padre Benito Menni esquina Caamaño,Parada,41.6289899742245,-4.72477903383175,,http://www.auvasa.es/parada.asp?codigo=5,,,Europe/Madrid
6,555,Calle Aluminio frente 5,Parada,41.6258561769108,-4.70174239612756,,http://www.auvasa.es/parada.asp?codigo=6,,,Europe/Madrid
7,556,Calle Aluminio 7 esquina Turquesa,Parada,41.6256225463685,-4.70194784234859,,http://www.auvasa.es/parada.asp?codigo=7,,,Europe/Madrid
8,558,Calle Angustias 5 Teatro Calderón,Parada,41.6542742530787,-4.72399426139778,,http://www.auvasa.es/parada.asp?codigo=8,,,Europe/Madrid
9,560,Calle Arca Real frente Centro Madrid,Parada,41.6285480622966,-4.72797821541739,,http://www.auvasa.es/parada.asp?codigo=9,,,Europe/Madrid
10,561,Calle Arca Real Centro Madrid,Parada,41.6283989740151,-4.72784879227137,,http://www.auvasa.es/parada.asp?codigo=10,,,Europe/Madrid
11,564,Calle Argales frente 21 Inst. Arca Real,Parada,41.6361640440971,-4.7251799961792,,http://www.auvasa.es/parada.asp?codigo=11,,,Europe/Madrid
12,565,Calle Argales 4,Parada,41.6381448075269,-4.72622207582523,,http://www.auvasa.es/parada.asp?codigo=12,,,Europe/Madrid
13,566,Calle Arrabal 12,Parada,41.691313044195,-4.71043300180409,,http://www.auvasa.es/parada.asp?codigo=13,,,Europe/Madrid
14,567,Calle Arrabal 13,Parada,41.6913849612565,-4.71043230186201,,http://www.auvasa.es/parada.asp?codigo=14,,,Europe/Madrid
15,568,Avenida Miguel Ángel Blanco 2 frente Plaza del Milenio,Parada,41.6498010423866,-4.73527099838683,,http://www.auvasa.es/parada.asp?codigo=15,,,Europe/Madrid
16,569,Avenida Miguel Ángel Blanco frente 23 esquina Pío RíoHortega,Parada,41.6516720414533,-4.74118199906222,,http://www.auvasa.es/parada.asp?codigo=16,,,Europe/Madrid
17,570,Avenida Miguel Ángel Blanco Plaza del Milenio,Parada,41.6496470438782,-4.73532000178281,,http://www.auvasa.es/parada.asp?codigo=17,,,Europe/Madrid
18,572,Avenida Miguel Ángel Blanco 5 esquina Avenida Salamanca,Parada,41.6511520410935,-4.74015199598649,,http://www.auvasa.es/parada.asp?codigo=18,,,Europe/Madrid
19,573,Calle Azalea esquina Flor de Acebo,Parada,41.6448670371903,-4.69356500503573,,http://www.auvasa.es/parada.asp?codigo=19,,,Europe/Madrid
20,574,Calle Azalea esquina Alhelí,Parada,41.6447872451248,-4.69355031090117,,http://www.auvasa.es/parada.asp?codigo=20,,,Europe/Madrid
21,575,Calle Azucena 18 esquina Dalia,Parada,41.6436830369398,-4.69417900331991,,http://www.auvasa.es/parada.asp?codigo=21,,,Europe/Madrid
22,576,Calle Bálago esquina Avenida Ramón Pradera,Parada,41.6576410392042,-4.73734500056184,,http://www.auvasa.es/parada.asp?codigo=22,,,Europe/Madrid
23,577,Calle Bálago esquina Sementera,Parada,41.6577570397738,-4.73970099626708,,http://www.auvasa.es/parada.asp?codigo=23,,,Europe/Madrid
24,580,Calle Barbecho esquina Mieses,Parada,41.6503856309076,-4.74719562658214,,http://www.auvasa.es/parada.asp?codigo=24,,,Europe/Madrid
25,581,Calle Barbecho frente Arado,Parada,41.6500698930272,-4.74662961255476,,http://www.auvasa.es/parada.asp?codigo=25,,,Europe/Madrid
26,583,Calle Pío Baroja 14 esquina Miguel Delibes,Parada,41.6117971105771,-4.75456116362426,,http://www.auvasa.es/parada.asp?codigo=26,,,Europe/Madrid
27,586,Calle Pío Baroja 9 Iglesia San Simón de Rojas,Parada,41.6127559343002,-4.75368199044433,,http://www.auvasa.es/parada.asp?codigo=27,,,Europe/Madrid
28,587,Paseo Jardín Botánico frente 6,Parada,41.6687139495051,-4.73265904357861,,http://www.auvasa.es/parada.asp?codigo=28,,,Europe/Madrid
29,588,Paseo Jardín Botánico frente Jara,Parada,41.6708965300963,-4.73216707934979,,http://www.auvasa.es/parada.asp?codigo=29,,,Europe/Madrid
