service_id,date,exception_type
L4D2A_L4A2,20231214,1
L4D2A_L4A1,20231215,1
L4D2A_L4A2,20231215,1
L4D2A_L4A1,20231216,1
L4D2A_L4A2,20231216,1
L4D2A_L4A1,20231217,1
L4D2A_L4A2,20231217,1
L4D2A_L4A1,20231218,1
L4D2A_L4A2,20231218,1
L4D2A_L4A1,20231219,1
L4D2A_L4A2,20231219,1
L4D2A_L4A1,20231220,1
L4D2A_L4A2,20231220,1
L4D2A_L4A1,20231221,1
L4D2A_L4A2,20231221,1
L4D2A_L4A1,20231222,1
L4D2A_L4A2,20231222,1
L4D2A_L4A1,20231223,1
L4D2A_L4A2,20231223,1
L4D2A_L4A1,20231224,1
L4D2A_L4A2,20231224,1
L4D2A_L4A1,20231225,1
L4D2A_L4A2,20231225,1
L4D2A_L4A1,20231226,1
L4D2A_L4A2,20231226,1
L4D2A_L4A1,20231227,1
L4D2A_L4A2,20231227,1
L4D2A_L4A1,20231228,1
L4D2A_L4A2,20231228,1
L4D2A_L4A1,20231229,1
L4D2A_L4A2,20231229,1
L4D2A_L4A1,20231230,1
L4D2A_L4A2,20231230,1
L4D2A_L4A1,20231231,1
L4D2A_L4A2,20231231,1
L5A2_L5A1,20231217,1
L5A2_L5A2,20231217,1
L5A2_L5A1,20231224,1
L5A2_L5A2,20231224,1
L5A2_L5A1,20231225,1
L5A2_L5A2,20231225,1
L5A2_L5A1,20231231,1
L5A2_L5A2,20231231,1
L5A5N_L5A1,20231212,1
L5A5N_L5A2,20231212,1
L5A5N_L5A3,20231212,1
L5A5N_L5A4,20231212,1
L5A5N_RR1,20231212,1
L5A5N_RR7_20,20231212,1
L5A5N_RR8_10,20231212,1
L5A5N_L5A1,20231213,1
L5A5N_L5A2,20231213,1
L5A5N_L5A3,20231213,1
L5A5N_L5A4,20231213,1
L5A5N_RR1,20231213,1
L5A5N_RR7_20,20231213,1
L5A5N_RR8_10,20231213,1
L5A5N_L5A1,20231214,1
L5A5N_L5A2,20231214,1
L5A5N_L5A3,20231214,1
L5A5N_L5A4,20231214,1
L5A5N_RR1,20231214,1
L5A5N_RR7_20,20231214,1
L5A5N_RR8_10,20231214,1
L5A5N_L5A1,20231215,1
L5A5N_L5A2,20231215,1
L5A5N_L5A3,20231215,1
L5A5N_L5A4,20231215,1
L5A5N_RR1,20231215,1
L5A5N_RR7_20,20231215,1
L5A5N_RR8_10,20231215,1
L5A5N_L5A1,20231216,1
L5A5N_L5A2,20231216,1
L5A5N_L5A3,20231216,1
L5A5N_L5A4,20231216,1
L5A5N_RR1,20231216,1
L5A5N_RR7_20,20231216,1
L5A5N_RR8_10,20231216,1
L5A5N_L5A1,20231218,1
L5A5N_L5A2,20231218,1
L5A5N_L5A3,20231218,1
L5A5N_L5A4,20231218,1
L5A5N_RR1,20231218,1
L5A5N_RR7_20,20231218,1
L5A5N_RR8_10,20231218,1
L5A5N_L5A1,20231219,1
L5A5N_L5A2,20231219,1
L5A5N_L5A3,20231219,1
L5A5N_L5A4,20231219,1
L5A5N_RR1,20231219,1
L5A5N_RR7_20,20231219,1
L5A5N_RR8_10,20231219,1
L5A5N_L5A1,20231220,1
L5A5N_L5A2,20231220,1
L5A5N_L5A3,20231220,1
L5A5N_L5A4,20231220,1
L5A5N_RR1,20231220,1
L5A5N_RR7_20,20231220,1
L5A5N_RR8_10,20231220,1
L5A5N_L5A1,20231221,1
L5A5N_L5A2,20231221,1
L5A5N_L5A3,20231221,1
L5A5N_L5A4,20231221,1
L5A5N_RR1,20231221,1
L5A5N_RR7_20,20231221,1
L5A5N_RR8_10,20231221,1
L5A5N_L5A1,20231222,1
L5A5N_L5A2,20231222,1
L5A5N_L5A3,20231222,1
L5A5N_L5A4,20231222,1
L5A5N_RR1,20231222,1
L5A5N_RR7_20,20231222,1
L5A5N_RR8_10,20231222,1
L5A5N_L5A1,20231223,1
L5A5N_L5A2,20231223,1
L5A5N_L5A3,20231223,1
L5A5N_L5A4,20231223,1
L5A5N_RR1,20231223,1
L5A5N_RR7_20,20231223,1
L5A5N_RR8_10,20231223,1
L5A5N_L5A1,20231226,1
L5A5N_L5A2,20231226,1
L5A5N_L5A3,20231226,1
L5A5N_L5A4,20231226,1
L5A5N_RR1,20231226,1
L5A5N_RR7_20,20231226,1
L5A5N_RR8_10,20231226,1
L5A5N_L5A1,20231227,1
L5A5N_L5A2,20231227,1
L5A5N_L5A3,20231227,1
L5A5N_L5A4,20231227,1
L5A5N_RR1,20231227,1
L5A5N_RR7_20,20231227,1
L5A5N_RR8_10,20231227,1
L5A5N_L5A1,20231228,1
L5A5N_L5A2,20231228,1
L5A5N_L5A3,20231228,1
L5A5N_L5A4,20231228,1
L5A5N_RR1,20231228,1
L5A5N_RR7_20,20231228,1
L5A5N_RR8_10,20231228,1
L5A5N_L5A1,20231229,1
L5A5N_L5A2,20231229,1
L5A5N_L5A3,20231229,1
L5A5N_L5A4,20231229,1
L5A5N_RR1,20231229,1
L5A5N_RR7_20,20231229,1
L5A5N_RR8_10,20231229,1
L5A5N_L5A1,20231230,1
L5A5N_L5A2,20231230,1
L5A5N_L5A3,20231230,1
L5A5N_L5A4,20231230,1
L5A5N_RR1,20231230,1
L5A5N_RR7_20,20231230,1
L5A5N_RR8_10,20231230,1
L6A6_L6A1,20231217,1
L6A6_L6A2,20231217,1
L6A6_L6A3,20231217,1
L6A6_L6A4,20231217,1
L6A6_L6A5,20231217,1
L6A6_L6A6,20231217,1
L6A6_L6A1,20231224,1
L6A6_L6A2,20231224,1
L6A6_L6A3,20231224,1
L6A6_L6A4,20231224,1
L6A6_L6A5,20231224,1
L6A6_L6A6,20231224,1
L6A6_L6A1,20231225,1
L6A6_L6A2,20231225,1
L6A6_L6A3,20231225,1
L6A6_L6A4,20231225,1
L6A6_L6A5,20231225,1
L6A6_L6A6,20231225,1
L6A6_L6A1,20231231,1
L6A6_L6A2,20231231,1
L6A6_L6A3,20231231,1
L6A6_L6A4,20231231,1
L6A6_L6A5,20231231,1
L6A6_L6A6,20231231,1
L6A7_L6A1,20231216,1
L6A7_L6A2,20231216,1
L6A7_L6A3,20231216,1
L6A7_L6A4,20231216,1
L6A7_L6A5,20231216,1
L6A7_L6A6,20231216,1
L6A7_L6A7,20231216,1
L6A7_L6A1,20231223,1
L6A7_L6A2,20231223,1
L6A7_L6A3,20231223,1
L6A7_L6A4,20231223,1
L6A7_L6A5,20231223,1
L6A7_L6A6,20231223,1
L6A7_L6A7,20231223,1
L6A7_L6A1,20231230,1
L6A7_L6A2,20231230,1
L6A7_L6A3,20231230,1
L6A7_L6A4,20231230,1
L6A7_L6A5,20231230,1
L6A7_L6A6,20231230,1
L6A7_L6A7,20231230,1
L6A9_L6A1,20231212,1
L6A9_L6A2,20231212,1
L6A9_L6A3,20231212,1
L6A9_L6A4,20231212,1
L6A9_L6A5,20231212,1
L6A9_L6A6,20231212,1
L6A9_L6A7,20231212,1
L6A9_L6A8,20231212,1
L6A9_L6A9,20231212,1
L6A9_L6A1,20231213,1
L6A9_L6A2,20231213,1
L6A9_L6A3,20231213,1
L6A9_L6A4,20231213,1
L6A9_L6A5,20231213,1
L6A9_L6A6,20231213,1
L6A9_L6A7,20231213,1
L6A9_L6A8,20231213,1
L6A9_L6A9,20231213,1
L6A9_L6A1,20231214,1
L6A9_L6A2,20231214,1
L6A9_L6A3,20231214,1
L6A9_L6A4,20231214,1
L6A9_L6A5,20231214,1
L6A9_L6A6,20231214,1
L6A9_L6A7,20231214,1
L6A9_L6A8,20231214,1
L6A9_L6A9,20231214,1
L6A9_L6A1,20231215,1
L6A9_L6A2,20231215,1
L6A9_L6A3,20231215,1
L6A9_L6A4,20231215,1
L6A9_L6A5,20231215,1
L6A9_L6A6,20231215,1
L6A9_L6A7,20231215,1
L6A9_L6A8,20231215,1
L6A9_L6A9,20231215,1
L6A9_L6A1,20231218,1
L6A9_L6A2,20231218,1
L6A9_L6A3,20231218,1
L6A9_L6A4,20231218,1
L6A9_L6A5,20231218,1
L6A9_L6A6,20231218,1
L6A9_L6A7,20231218,1
L6A9_L6A8,20231218,1
L6A9_L6A9,20231218,1
L6A9_L6A1,20231219,1
L6A9_L6A2,20231219,1
L6A9_L6A3,20231219,1
L6A9_L6A4,20231219,1
L6A9_L6A5,20231219,1
L6A9_L6A6,20231219,1
L6A9_L6A7,20231219,1
L6A9_L6A8,20231219,1
L6A9_L6A9,20231219,1
L6A9_L6A1,20231220,1
L6A9_L6A2,20231220,1
L6A9_L6A3,20231220,1
L6A9_L6A4,20231220,1
L6A9_L6A5,20231220,1
L6A9_L6A6,20231220,1
L6A9_L6A7,20231220,1
L6A9_L6A8,20231220,1
L6A9_L6A9,20231220,1
L6A9_L6A1,20231221,1
L6A9_L6A2,20231221,1
L6A9_L6A3,20231221,1
L6A9_L6A4,20231221,1
L6A9_L6A5,20231221,1
L6A9_L6A6,20231221,1
L6A9_L6A7,20231221,1
L6A9_L6A8,20231221,1
L6A9_L6A9,20231221,1
L6A9_L6A1,20231222,1
L6A9_L6A2,20231222,1
L6A9_L6A3,20231222,1
L6A9_L6A4,20231222,1
L6A9_L6A5,20231222,1
L6A9_L6A6,20231222,1
L6A9_L6A7,20231222,1
L6A9_L6A8,20231222,1
L6A9_L6A9,20231222,1
L6A9_L6A1,20231226,1
L6A9_L6A2,20231226,1
L6A9_L6A3,20231226,1
L6A9_L6A4,20231226,1
L6A9_L6A5,20231226,1
L6A9_L6A6,20231226,1
L6A9_L6A7,20231226,1
L6A9_L6A8,20231226,1
L6A9_L6A9,20231226,1
L6A9_L6A1,20231227,1
L6A9_L6A2,20231227,1
L6A9_L6A3,20231227,1
L6A9_L6A4,20231227,1
L6A9_L6A5,20231227,1
L6A9_L6A6,20231227,1
L6A9_L6A7,20231227,1
L6A9_L6A8,20231227,1
L6A9_L6A9,20231227,1
L6A9_L6A1,20231228,1
L6A9_L6A2,20231228,1
L6A9_L6A3,20231228,1
L6A9_L6A4,20231228,1
L6A9_L6A5,20231228,1
L6A9_L6A6,20231228,1
L6A9_L6A7,20231228,1
L6A9_L6A8,20231228,1
L6A9_L6A9,20231228,1
L6A9_L6A1,20231229,1
L6A9_L6A2,20231229,1
L6A9_L6A3,20231229,1
L6A9_L6A4,20231229,1
L6A9_L6A5,20231229,1
L6A9_L6A6,20231229,1
L6A9_L6A7,20231229,1
L6A9_L6A8,20231229,1
L6A9_L6A9,20231229,1
L7A6_L7A1,20231216,1
L7A6_L7A2,20231216,1
L7A6_L7A3,20231216,1
L7A6_L7A4,20231216,1
L7A6_L7A5,20231216,1
L7A6_L7A6,20231216,1
L7A6_L7A1,20231217,1
L7A6_L7A2,20231217,1
L7A6_L7A3,20231217,1
L7A6_L7A4,20231217,1
L7A6_L7A5,20231217,1
L7A6_L7A6,20231217,1
L7A6_L7A1,20231223,1
L7A6_L7A2,20231223,1
L7A6_L7A3,20231223,1
L7A6_L7A4,20231223,1
L7A6_L7A5,20231223,1
L7A6_L7A6,20231223,1
L7A6_L7A1,20231224,1
L7A6_L7A2,20231224,1
L7A6_L7A3,20231224,1
L7A6_L7A4,20231224,1
L7A6_L7A5,20231224,1
L7A6_L7A6,20231224,1
L7A6_L7A1,20231225,1
L7A6_L7A2,20231225,1
L7A6_L7A3,20231225,1
L7A6_L7A4,20231225,1
L7A6_L7A5,20231225,1
L7A6_L7A6,20231225,1
L7A6_L7A1,20231230,1
L7A6_L7A2,20231230,1
L7A6_L7A3,20231230,1
L7A6_L7A4,20231230,1
L7A6_L7A5,20231230,1
L7A6_L7A6,20231230,1
L7A6_L7A1,20231231,1
L7A6_L7A2,20231231,1
L7A6_L7A3,20231231,1
L7A6_L7A4,20231231,1
L7A6_L7A5,20231231,1
L7A6_L7A6,20231231,1
L7A9_L7A1,20231212,1
L7A9_L7A2,20231212,1
L7A9_L7A3,20231212,1
L7A9_L7A4,20231212,1
L7A9_L7A5,20231212,1
L7A9_L7A6,20231212,1
L7A9_L7A7,20231212,1
L7A9_L7A8,20231212,1
L7A9_L7A9,20231212,1
L7A9_L7A1,20231213,1
L7A9_L7A2,20231213,1
L7A9_L7A3,20231213,1
L7A9_L7A4,20231213,1
L7A9_L7A5,20231213,1
L7A9_L7A6,20231213,1
L7A9_L7A7,20231213,1
L7A9_L7A8,20231213,1
L7A9_L7A9,20231213,1
L7A9_L7A1,20231214,1
L7A9_L7A2,20231214,1
L7A9_L7A3,20231214,1
L7A9_L7A4,20231214,1
L7A9_L7A5,20231214,1
L7A9_L7A6,20231214,1
L7A9_L7A7,20231214,1
L7A9_L7A8,20231214,1
L7A9_L7A9,20231214,1
L7A9_L7A1,20231215,1
L7A9_L7A2,20231215,1
L7A9_L7A3,20231215,1
L7A9_L7A4,20231215,1
L7A9_L7A5,20231215,1
L7A9_L7A6,20231215,1
L7A9_L7A7,20231215,1
L7A9_L7A8,20231215,1
L7A9_L7A9,20231215,1
L7A9_L7A1,20231218,1
L7A9_L7A2,20231218,1
L7A9_L7A3,20231218,1
L7A9_L7A4,20231218,1
L7A9_L7A5,20231218,1
L7A9_L7A6,20231218,1
L7A9_L7A7,20231218,1
L7A9_L7A8,20231218,1
L7A9_L7A9,20231218,1
L7A9_L7A1,20231219,1
L7A9_L7A2,20231219,1
L7A9_L7A3,20231219,1
L7A9_L7A4,20231219,1
L7A9_L7A5,20231219,1
L7A9_L7A6,20231219,1
L7A9_L7A7,20231219,1
L7A9_L7A8,20231219,1
L7A9_L7A9,20231219,1
L7A9_L7A1,20231220,1
L7A9_L7A2,20231220,1
L7A9_L7A3,20231220,1
L7A9_L7A4,20231220,1
L7A9_L7A5,20231220,1
L7A9_L7A6,20231220,1
L7A9_L7A7,20231220,1
L7A9_L7A8,20231220,1
L7A9_L7A9,20231220,1
L7A9_L7A1,20231221,1
L7A9_L7A2,20231221,1
L7A9_L7A3,20231221,1
L7A9_L7A4,20231221,1
L7A9_L7A5,20231221,1
L7A9_L7A6,20231221,1
L7A9_L7A7,20231221,1
L7A9_L7A8,20231221,1
L7A9_L7A9,20231221,1
L7A9_L7A1,20231222,1
L7A9_L7A2,20231222,1
L7A9_L7A3,20231222,1
L7A9_L7A4,20231222,1
L7A9_L7A5,20231222,1
L7A9_L7A6,20231222,1
L7A9_L7A7,20231222,1
L7A9_L7A8,20231222,1
L7A9_L7A9,20231222,1
L7A9_L7A1,20231226,1
L7A9_L7A2,20231226,1
L7A9_L7A3,20231226,1
L7A9_L7A4,20231226,1
L7A9_L7A5,20231226,1
L7A9_L7A6,20231226,1
L7A9_L7A7,20231226,1
L7A9_L7A8,20231226,1
L7A9_L7A9,20231226,1
L7A9_L7A1,20231227,1
L7A9_L7A2,20231227,1
L7A9_L7A3,20231227,1
L7A9_L7A4,20231227,1
L7A9_L7A5,20231227,1
L7A9_L7A6,20231227,1
L7A9_L7A7,20231227,1
L7A9_L7A8,20231227,1
L7A9_L7A9,20231227,1
L7A9_L7A1,20231228,1
L7A9_L7A2,20231228,1
L7A9_L7A3,20231228,1
L7A9_L7A4,20231228,1
L7A9_L7A5,20231228,1
L7A9_L7A6,20231228,1
L7A9_L7A7,20231228,1
L7A9_L7A8,20231228,1
L7A9_L7A9,20231228,1
L7A9_L7A1,20231229,1
L7A9_L7A2,20231229,1
L7A9_L7A3,20231229,1
L7A9_L7A4,20231229,1
L7A9_L7A5,20231229,1
L7A9_L7A6,20231229,1
L7A9_L7A7,20231229,1
L7A9_L7A8,20231229,1
L7A9_L7A9,20231229,1
L8A6_L8A1,20231216,1
L8A6_L8A2,20231216,1
L8A6_L8A3,20231216,1
L8A6_L8A4,20231216,1
L8A6_L8A5,20231216,1
L8A6_L8A6,20231216,1
L8A6_L8A1,20231217,1
L8A6_L8A2,20231217,1
L8A6_L8A3,20231217,1
L8A6_L8A4,20231217,1
L8A6_L8A5,20231217,1
L8A6_L8A6,20231217,1
L8A6_L8A1,20231223,1
L8A6_L8A2,20231223,1
L8A6_L8A3,20231223,1
L8A6_L8A4,20231223,1
L8A6_L8A5,20231223,1
L8A6_L8A6,20231223,1
L8A6_L8A1,20231224,1
L8A6_L8A2,20231224,1
L8A6_L8A3,20231224,1
L8A6_L8A4,20231224,1
L8A6_L8A5,20231224,1
L8A6_L8A6,20231224,1
L8A6_L8A1,20231225,1
L8A6_L8A2,20231225,1
L8A6_L8A3,20231225,1
L8A6_L8A4,20231225,1
L8A6_L8A5,20231225,1
L8A6_L8A6,20231225,1
L8A6_L8A1,20231230,1
L8A6_L8A2,20231230,1
L8A6_L8A3,20231230,1
L8A6_L8A4,20231230,1
L8A6_L8A5,20231230,1
L8A6_L8A6,20231230,1
L8A6_L8A1,20231231,1
L8A6_L8A2,20231231,1
L8A6_L8A3,20231231,1
L8A6_L8A4,20231231,1
L8A6_L8A5,20231231,1
L8A6_L8A6,20231231,1
L8D8A_L8A1,20231212,1
L8D8A_L8A2,20231212,1
L8D8A_L8A3,20231212,1
L8D8A_L8A4,20231212,1
L8D8A_L8A5,20231212,1
L8D8A_L8A6,20231212,1
L8D8A_L8A7,20231212,1
L8D8A_L8A8,20231212,1
L8D8A_L8A1,20231213,1
L8D8A_L8A2,20231213,1
L8D8A_L8A3,20231213,1
L8D8A_L8A4,20231213,1
L8D8A_L8A5,20231213,1
L8D8A_L8A6,20231213,1
L8D8A_L8A7,20231213,1
L8D8A_L8A8,20231213,1
L8D8A_L8A1,20231214,1
L8D8A_L8A2,20231214,1
L8D8A_L8A3,20231214,1
L8D8A_L8A4,20231214,1
L8D8A_L8A5,20231214,1
L8D8A_L8A6,20231214,1
L8D8A_L8A7,20231214,1
L8D8A_L8A8,20231214,1
L8D8A_L8A1,20231215,1
L8D8A_L8A2,20231215,1
L8D8A_L8A3,20231215,1
L8D8A_L8A4,20231215,1
L8D8A_L8A5,20231215,1
L8D8A_L8A6,20231215,1
L8D8A_L8A7,20231215,1
L8D8A_L8A8,20231215,1
L8D8A_L8A1,20231218,1
L8D8A_L8A2,20231218,1
L8D8A_L8A3,20231218,1
L8D8A_L8A4,20231218,1
L8D8A_L8A5,20231218,1
L8D8A_L8A6,20231218,1
L8D8A_L8A7,20231218,1
L8D8A_L8A8,20231218,1
L8D8A_L8A1,20231219,1
L8D8A_L8A2,20231219,1
L8D8A_L8A3,20231219,1
L8D8A_L8A4,20231219,1
L8D8A_L8A5,20231219,1
L8D8A_L8A6,20231219,1
L8D8A_L8A7,20231219,1
L8D8A_L8A8,20231219,1
L8D8A_L8A1,20231220,1
L8D8A_L8A2,20231220,1
L8D8A_L8A3,20231220,1
L8D8A_L8A4,20231220,1
L8D8A_L8A5,20231220,1
L8D8A_L8A6,20231220,1
L8D8A_L8A7,20231220,1
L8D8A_L8A8,20231220,1
L8D8A_L8A1,20231221,1
L8D8A_L8A2,20231221,1
L8D8A_L8A3,20231221,1
L8D8A_L8A4,20231221,1
L8D8A_L8A5,20231221,1
L8D8A_L8A6,20231221,1
L8D8A_L8A7,20231221,1
L8D8A_L8A8,20231221,1
L8D8A_L8A1,20231222,1
L8D8A_L8A2,20231222,1
L8D8A_L8A3,20231222,1
L8D8A_L8A4,20231222,1
L8D8A_L8A5,20231222,1
L8D8A_L8A6,20231222,1
L8D8A_L8A7,20231222,1
L8D8A_L8A8,20231222,1
L8D8A_L8A1,20231226,1
L8D8A_L8A2,20231226,1
L8D8A_L8A3,20231226,1
L8D8A_L8A4,20231226,1
L8D8A_L8A5,20231226,1
L8D8A_L8A6,20231226,1
L8D8A_L8A7,20231226,1
L8D8A_L8A8,20231226,1
L8D8A_L8A1,20231227,1
L8D8A_L8A2,20231227,1
L8D8A_L8A3,20231227,1
L8D8A_L8A4,20231227,1
L8D8A_L8A5,20231227,1
L8D8A_L8A6,20231227,1
L8D8A_L8A7,20231227,1
L8D8A_L8A8,20231227,1
L8D8A_L8A1,20231228,1
L8D8A_L8A2,20231228,1
L8D8A_L8A3,20231228,1
L8D8A_L8A4,20231228,1
L8D8A_L8A5,20231228,1
L8D8A_L8A6,20231228,1
L8D8A_L8A7,20231228,1
L8D8A_L8A8,20231228,1
L8D8A_L8A1,20231229,1
L8D8A_L8A2,20231229,1
L8D8A_L8A3,20231229,1
L8D8A_L8A4,20231229,1
L8D8A_L8A5,20231229,1
L8D8A_L8A6,20231229,1
L8D8A_L8A7,20231229,1
L8D8A_L8A8,20231229,1
L9A8_L9A1,20231212,1
L9A8_L9A2,20231212,1
L9A8_L9A3,20231212,1
L9A8_L9A4,20231212,1
L9A8_L9A5,20231212,1
L9A8_L9A6,20231212,1
L9A8_L9A7,20231212,1
L9A8_L9A8,20231212,1
L9A8_L9A1,20231213,1
L9A8_L9A2,20231213,1
L9A8_L9A3,20231213,1
L9A8_L9A4,20231213,1
L9A8_L9A5,20231213,1
L9A8_L9A6,20231213,1
L9A8_L9A7,20231213,1
L9A8_L9A8,20231213,1
L9A8_L9A1,20231214,1
L9A8_L9A2,20231214,1
L9A8_L9A3,20231214,1
L9A8_L9A4,20231214,1
L9A8_L9A5,20231214,1
L9A8_L9A6,20231214,1
L9A8_L9A7,20231214,1
L9A8_L9A8,20231214,1
L9A8_L9A1,20231215,1
L9A8_L9A2,20231215,1
L9A8_L9A3,20231215,1
L9A8_L9A4,20231215,1
L9A8_L9A5,20231215,1
L9A8_L9A6,20231215,1
L9A8_L9A7,20231215,1
L9A8_L9A8,20231215,1
L9A8_L9A1,20231218,1
L9A8_L9A2,20231218,1
L9A8_L9A3,20231218,1
L9A8_L9A4,20231218,1
L9A8_L9A5,20231218,1
L9A8_L9A6,20231218,1
L9A8_L9A7,20231218,1
L9A8_L9A8,20231218,1
L9A8_L9A1,20231219,1
L9A8_L9A2,20231219,1
L9A8_L9A3,20231219,1
L9A8_L9A4,20231219,1
L9A8_L9A5,20231219,1
L9A8_L9A6,20231219,1
L9A8_L9A7,20231219,1
L9A8_L9A8,20231219,1
L9A8_L9A1,20231220,1
L9A8_L9A2,20231220,1
L9A8_L9A3,20231220,1
L9A8_L9A4,20231220,1
L9A8_L9A5,20231220,1
L9A8_L9A6,20231220,1
L9A8_L9A7,20231220,1
L9A8_L9A8,20231220,1
L9A8_L9A1,20231221,1
L9A8_L9A2,20231221,1
L9A8_L9A3,20231221,1
L9A8_L9A4,20231221,1
L9A8_L9A5,20231221,1
L9A8_L9A6,20231221,1
L9A8_L9A7,20231221,1
L9A8_L9A8,20231221,1
L9A8_L9A1,20231222,1
L9A8_L9A2,20231222,1
L9A8_L9A3,20231222,1
L9A8_L9A4,20231222,1
L9A8_L9A5,20231222,1
L9A8_L9A6,20231222,1
L9A8_L9A7,20231222,1
L9A8_L9A8,20231222,1
L9A8_L9A1,20231226,1
L9A8_L9A2,20231226,1
L9A8_L9A3,20231226,1
L9A8_L9A4,20231226,1
L9A8_L9A5,20231226,1
L9A8_L9A6,20231226,1
L9A8_L9A7,20231226,1
L9A8_L9A8,20231226,1
L9A8_L9A1,20231227,1
L9A8_L9A2,20231227,1
L9A8_L9A3,20231227,1
L9A8_L9A4,20231227,1
L9A8_L9A5,20231227,1
L9A8_L9A6,20231227,1
L9A8_L9A7,20231227,1
L9A8_L9A8,20231227,1
L9A8_L9A1,20231228,1
L9A8_L9A2,20231228,1
L9A8_L9A3,20231228,1
L9A8_L9A4,20231228,1
L9A8_L9A5,20231228,1
L9A8_L9A6,20231228,1
L9A8_L9A7,20231228,1
L9A8_L9A8,20231228,1
L9A8_L9A1,20231229,1
L9A8_L9A2,20231229,1
L9A8_L9A3,20231229,1
L9A8_L9A4,20231229,1
L9A8_L9A5,20231229,1
L9A8_L9A6,20231229,1
L9A8_L9A7,20231229,1
L9A8_L9A8,20231229,1
L9FA4_L9A1,20231217,1
L9FA4_L9A2,20231217,1
L9FA4_L9A3,20231217,1
L9FA4_L9A4,20231217,1
L9FA4_L9A1,20231224,1
L9FA4_L9A2,20231224,1
L9FA4_L9A3,20231224,1
L9FA4_L9A4,20231224,1
L9FA4_L9A1,20231225,1
L9FA4_L9A2,20231225,1
L9FA4_L9A3,20231225,1
L9FA4_L9A4,20231225,1
L9FA4_L9A1,20231231,1
L9FA4_L9A2,20231231,1
L9FA4_L9A3,20231231,1
L9FA4_L9A4,20231231,1
L9SA4_L9A1,20231216,1
L9SA4_L9A2,20231216,1
L9SA4_L9A3,20231216,1
L9SA4_L9A4,20231216,1
L9SA4_L9A1,20231223,1
L9SA4_L9A2,20231223,1
L9SA4_L9A3,20231223,1
L9SA4_L9A4,20231223,1
L9SA4_L9A1,20231230,1
L9SA4_L9A2,20231230,1
L9SA4_L9A3,20231230,1
L9SA4_L9A4,20231230,1
LB1_LB1A1,20231215,1
LB1_LB1A2,20231215,1
LB1_LB1A1,20231216,1
LB1_LB1A2,20231216,1
LB1_LB1A1,20231222,1
LB1_LB1A2,20231222,1
LB1_LB1A1,20231223,1
LB1_LB1A2,20231223,1
LB1_LB1A1,20231224,1
LB1_LB1A2,20231224,1
LB1_LB1A1,20231229,1
LB1_LB1A2,20231229,1
LB1_LB1A1,20231230,1
LB1_LB1A2,20231230,1
LB2_LB2A1,20231215,1
LB2_LB2A2,20231215,1
LB2_LB2A1,20231216,1
LB2_LB2A2,20231216,1
LB2_LB2A1,20231222,1
LB2_LB2A2,20231222,1
LB2_LB2A1,20231223,1
LB2_LB2A2,20231223,1
LB2_LB2A1,20231224,1
LB2_LB2A2,20231224,1
LB2_LB2A1,20231229,1
LB2_LB2A2,20231229,1
LB2_LB2A1,20231230,1
LB2_LB2A2,20231230,1
LB3_LB3A1,20231215,1
LB3_LB3A2,20231215,1
LB3_LB3A1,20231216,1
LB3_LB3A2,20231216,1
LB3_LB3A1,20231222,1
LB3_LB3A2,20231222,1
LB3_LB3A1,20231223,1
LB3_LB3A2,20231223,1
LB3_LB3A1,20231224,1
LB3_LB3A2,20231224,1
LB3_LB3A1,20231229,1
LB3_LB3A2,20231229,1
LB3_LB3A1,20231230,1
LB3_LB3A2,20231230,1
LB4_LB4A1C1,20231215,1
LB4_LB4A1C2,20231215,1
LB4_LB4A1C1,20231216,1
LB4_LB4A1C2,20231216,1
LB4_LB4A1C1,20231222,1
LB4_LB4A1C2,20231222,1
LB4_LB4A1C1,20231223,1
LB4_LB4A1C2,20231223,1
LB4_LB4A1C1,20231224,1
LB4_LB4A1C2,20231224,1
LB4_LB4A1C1,20231229,1
LB4_LB4A1C2,20231229,1
LB4_LB4A1C1,20231230,1
LB4_LB4A1C2,20231230,1
LB5_LB5A1,20231215,1
LB5_LB5A1,20231216,1
LB5_LB5A1,20231222,1
LB5_LB5A1,20231223,1
LB5_LB5A1,20231229,1
LB5_LB5A1,20231230,1
LC1A7D_LC1A1,20231216,1
LC1A7D_LC1A2,20231216,1
LC1A7D_LC1A3,20231216,1
LC1A7D_LC1A4,20231216,1
LC1A7D_LC1A5,20231216,1
LC1A7D_LC1A6,20231216,1
LC1A7D_LC1A7,20231216,1
LC1A7D_LC1A1,20231217,1
LC1A7D_LC1A2,20231217,1
LC1A7D_LC1A3,20231217,1
LC1A7D_LC1A4,20231217,1
LC1A7D_LC1A5,20231217,1
LC1A7D_LC1A6,20231217,1
LC1A7D_LC1A7,20231217,1
LC1A7D_LC1A1,20231223,1
LC1A7D_LC1A2,20231223,1
LC1A7D_LC1A3,20231223,1
LC1A7D_LC1A4,20231223,1
LC1A7D_LC1A5,20231223,1
LC1A7D_LC1A6,20231223,1
LC1A7D_LC1A7,20231223,1
LC1A7D_LC1A1,20231224,1
LC1A7D_LC1A2,20231224,1
LC1A7D_LC1A3,20231224,1
LC1A7D_LC1A4,20231224,1
LC1A7D_LC1A5,20231224,1
LC1A7D_LC1A6,20231224,1
LC1A7D_LC1A7,20231224,1
LC1A7D_LC1A1,20231225,1
LC1A7D_LC1A2,20231225,1
LC1A7D_LC1A3,20231225,1
LC1A7D_LC1A4,20231225,1
