service_id,date,exception_type
L23A1_L23_0905,20231228,1
L23A1_L23_1305,20231228,1
L23A1_L23_1605,20231228,1
L23A1_L23_2120,20231228,1
L23A1_L23_0740,20231229,1
L23A1_L23_0905,20231229,1
L23A1_L23_1305,20231229,1
L23A1_L23_1605,20231229,1
L23A1_L23_2120,20231229,1
L23A1_L23_0740,20231230,1
L23A1_L23_0905,20231230,1
L23A1_L23_1305,20231230,1
L23A1_L23_1605,20231230,1
L23A1_L23_2120,20231230,1
L24DA1_L24A1,20231212,1
L24DA1_L24A1,20231213,1
L24DA1_L24A1,20231214,1
L24DA1_L24A1,20231215,1
L24DA1_L24A1,20231216,1
L24DA1_L24A1,20231217,1
L24DA1_L24A1,20231218,1
L24DA1_L24A1,20231219,1
L24DA1_L24A1,20231220,1
L24DA1_L24A1,20231221,1
L24DA1_L24A1,20231222,1
L24DA1_L24A1,20231223,1
L24DA1_L24A1,20231224,1
L24DA1_L24A1,20231225,1
L24DA1_L24A1,20231226,1
L24DA1_L24A1,20231227,1
L24DA1_L24A1,20231228,1
L24DA1_L24A1,20231229,1
L24DA1_L24A1,20231230,1
L24DA1_L24A1,20231231,1
L26LJA1_L26_0830,20231212,1
L26LJA1_L26_0930,20231212,1
L26LJA1_L26_1700,20231212,1
L26LJA1_L26_1800,20231212,1
L26LJA1_L26_0830,20231213,1
L26LJA1_L26_0930,20231213,1
L26LJA1_L26_1700,20231213,1
L26LJA1_L26_1800,20231213,1
L26LJA1_L26_0830,20231214,1
L26LJA1_L26_0930,20231214,1
L26LJA1_L26_1700,20231214,1
L26LJA1_L26_1800,20231214,1
L26LJA1_L26_0830,20231218,1
L26LJA1_L26_0930,20231218,1
L26LJA1_L26_1700,20231218,1
L26LJA1_L26_1800,20231218,1
L26LJA1_L26_0830,20231219,1
L26LJA1_L26_0930,20231219,1
L26LJA1_L26_1700,20231219,1
L26LJA1_L26_1800,20231219,1
L26LJA1_L26_0830,20231220,1
L26LJA1_L26_0930,20231220,1
L26LJA1_L26_1700,20231220,1
L26LJA1_L26_1800,20231220,1
L26LJA1_L26_0830,20231221,1
L26LJA1_L26_0930,20231221,1
L26LJA1_L26_1700,20231221,1
L26LJA1_L26_1800,20231221,1
L26LJA1_L26_0830,20231226,1
L26LJA1_L26_0930,20231226,1
L26LJA1_L26_1700,20231226,1
L26LJA1_L26_1800,20231226,1
L26LJA1_L26_0830,20231227,1
L26LJA1_L26_0930,20231227,1
L26LJA1_L26_1700,20231227,1
L26LJA1_L26_1800,20231227,1
L26LJA1_L26_0830,20231228,1
L26LJA1_L26_0930,20231228,1
L26LJA1_L26_1700,20231228,1
L26LJA1_L26_1800,20231228,1
L26VA1_L26_0830,20231215,1
L26VA1_L26_0930,20231215,1
L26VA1_L26_1500,20231215,1
L26VA1_L26_1600,20231215,1
L26VA1_L26_0830,20231222,1
L26VA1_L26_0930,20231222,1
L26VA1_L26_1500,20231222,1
L26VA1_L26_1600,20231222,1
L26VA1_L26_0830,20231229,1
L26VA1_L26_0930,20231229,1
L26VA1_L26_1500,20231229,1
L26VA1_L26_1600,20231229,1
L2A11_L2A1,20231212,1
L2A11_L2A10,20231212,1
L2A11_L2A11,20231212,1
L2A11_L2A2,20231212,1
L2A11_L2A3,20231212,1
L2A11_L2A4,20231212,1
L2A11_L2A5,20231212,1
L2A11_L2A6,20231212,1
L2A11_L2A7,20231212,1
L2A11_L2A8,20231212,1
L2A11_L2A9,20231212,1
L2A11_L2A1,20231213,1
L2A11_L2A10,20231213,1
L2A11_L2A11,20231213,1
L2A11_L2A2,20231213,1
L2A11_L2A3,20231213,1
L2A11_L2A4,20231213,1
L2A11_L2A5,20231213,1
L2A11_L2A6,20231213,1
L2A11_L2A7,20231213,1
L2A11_L2A8,20231213,1
L2A11_L2A9,20231213,1
L2A11_L2A1,20231214,1
L2A11_L2A10,20231214,1
L2A11_L2A11,20231214,1
L2A11_L2A2,20231214,1
L2A11_L2A3,20231214,1
L2A11_L2A4,20231214,1
L2A11_L2A5,20231214,1
L2A11_L2A6,20231214,1
L2A11_L2A7,20231214,1
L2A11_L2A8,20231214,1
L2A11_L2A9,20231214,1
L2A11_L2A1,20231215,1
L2A11_L2A10,20231215,1
L2A11_L2A11,20231215,1
L2A11_L2A2,20231215,1
L2A11_L2A3,20231215,1
L2A11_L2A4,20231215,1
L2A11_L2A5,20231215,1
L2A11_L2A6,20231215,1
L2A11_L2A7,20231215,1
L2A11_L2A8,20231215,1
L2A11_L2A9,20231215,1
L2A11_L2A1,20231218,1
L2A11_L2A10,20231218,1
L2A11_L2A11,20231218,1
L2A11_L2A2,20231218,1
L2A11_L2A3,20231218,1
L2A11_L2A4,20231218,1
L2A11_L2A5,20231218,1
L2A11_L2A6,20231218,1
L2A11_L2A7,20231218,1
L2A11_L2A8,20231218,1
L2A11_L2A9,20231218,1
L2A11_L2A1,20231219,1
L2A11_L2A10,20231219,1
L2A11_L2A11,20231219,1
L2A11_L2A2,20231219,1
L2A11_L2A3,20231219,1
L2A11_L2A4,20231219,1
L2A11_L2A5,20231219,1
L2A11_L2A6,20231219,1
L2A11_L2A7,20231219,1
L2A11_L2A8,20231219,1
L2A11_L2A9,20231219,1
L2A11_L2A1,20231220,1
L2A11_L2A10,20231220,1
L2A11_L2A11,20231220,1
L2A11_L2A2,20231220,1
L2A11_L2A3,20231220,1
L2A11_L2A4,20231220,1
L2A11_L2A5,20231220,1
L2A11_L2A6,20231220,1
L2A11_L2A7,20231220,1
L2A11_L2A8,20231220,1
L2A11_L2A9,20231220,1
L2A11_L2A1,20231221,1
L2A11_L2A10,20231221,1
L2A11_L2A11,20231221,1
L2A11_L2A2,20231221,1
L2A11_L2A3,20231221,1
L2A11_L2A4,20231221,1
L2A11_L2A5,20231221,1
L2A11_L2A6,20231221,1
L2A11_L2A7,20231221,1
L2A11_L2A8,20231221,1
L2A11_L2A9,20231221,1
L2A11_L2A1,20231222,1
L2A11_L2A10,20231222,1
L2A11_L2A11,20231222,1
L2A11_L2A2,20231222,1
L2A11_L2A3,20231222,1
L2A11_L2A4,20231222,1
L2A11_L2A5,20231222,1
L2A11_L2A6,20231222,1
L2A11_L2A7,20231222,1
L2A11_L2A8,20231222,1
L2A11_L2A9,20231222,1
L2A11_L2A1,20231226,1
L2A11_L2A10,20231226,1
L2A11_L2A11,20231226,1
L2A11_L2A2,20231226,1
L2A11_L2A3,20231226,1
L2A11_L2A4,20231226,1
L2A11_L2A5,20231226,1
L2A11_L2A6,20231226,1
L2A11_L2A7,20231226,1
L2A11_L2A8,20231226,1
L2A11_L2A9,20231226,1
L2A11_L2A1,20231227,1
L2A11_L2A10,20231227,1
L2A11_L2A11,20231227,1
L2A11_L2A2,20231227,1
L2A11_L2A3,20231227,1
L2A11_L2A4,20231227,1
L2A11_L2A5,20231227,1
L2A11_L2A6,20231227,1
L2A11_L2A7,20231227,1
L2A11_L2A8,20231227,1
L2A11_L2A9,20231227,1
L2A11_L2A1,20231228,1
L2A11_L2A10,20231228,1
L2A11_L2A11,20231228,1
L2A11_L2A2,20231228,1
L2A11_L2A3,20231228,1
L2A11_L2A4,20231228,1
L2A11_L2A5,20231228,1
L2A11_L2A6,20231228,1
L2A11_L2A7,20231228,1
L2A11_L2A8,20231228,1
L2A11_L2A9,20231228,1
L2A11_L2A1,20231229,1
L2A11_L2A10,20231229,1
L2A11_L2A11,20231229,1
L2A11_L2A2,20231229,1
L2A11_L2A3,20231229,1
L2A11_L2A4,20231229,1
L2A11_L2A5,20231229,1
L2A11_L2A6,20231229,1
L2A11_L2A7,20231229,1
L2A11_L2A8,20231229,1
L2A11_L2A9,20231229,1
L2A7_L2A1,20231217,1
L2A7_L2A2,20231217,1
L2A7_L2A3,20231217,1
L2A7_L2A4,20231217,1
L2A7_L2A5,20231217,1
L2A7_L2A6,20231217,1
L2A7_L2A7,20231217,1
L2A7_L2A1,20231224,1
L2A7_L2A2,20231224,1
L2A7_L2A3,20231224,1
L2A7_L2A4,20231224,1
L2A7_L2A5,20231224,1
L2A7_L2A6,20231224,1
L2A7_L2A7,20231224,1
L2A7_L2A1,20231225,1
L2A7_L2A2,20231225,1
L2A7_L2A3,20231225,1
L2A7_L2A4,20231225,1
L2A7_L2A5,20231225,1
L2A7_L2A6,20231225,1
L2A7_L2A7,20231225,1
L2A7_L2A1,20231231,1
L2A7_L2A2,20231231,1
L2A7_L2A3,20231231,1
L2A7_L2A4,20231231,1
L2A7_L2A5,20231231,1
L2A7_L2A6,20231231,1
L2A7_L2A7,20231231,1
L2A8_L2A1,20231216,1
L2A8_L2A2,20231216,1
L2A8_L2A3,20231216,1
L2A8_L2A4,20231216,1
L2A8_L2A5,20231216,1
L2A8_L2A6,20231216,1
L2A8_L2A7,20231216,1
L2A8_L2A8,20231216,1
L2A8_L2A1,20231223,1
L2A8_L2A2,20231223,1
L2A8_L2A3,20231223,1
L2A8_L2A4,20231223,1
L2A8_L2A5,20231223,1
L2A8_L2A6,20231223,1
L2A8_L2A7,20231223,1
L2A8_L2A8,20231223,1
L2A8_L2A1,20231230,1
L2A8_L2A2,20231230,1
L2A8_L2A3,20231230,1
L2A8_L2A4,20231230,1
L2A8_L2A5,20231230,1
L2A8_L2A6,20231230,1
L2A8_L2A7,20231230,1
L2A8_L2A8,20231230,1
L3A5_L3A1,20231216,1
L3A5_L3A2,20231216,1
L3A5_L3A3,20231216,1
L3A5_L3A4,20231216,1
L3A5_L3A5,20231216,1
L3A5_L3A1,20231217,1
L3A5_L3A2,20231217,1
L3A5_L3A3,20231217,1
L3A5_L3A4,20231217,1
L3A5_L3A5,20231217,1
L3A5_L3A1,20231223,1
L3A5_L3A2,20231223,1
L3A5_L3A3,20231223,1
L3A5_L3A4,20231223,1
L3A5_L3A5,20231223,1
L3A5_L3A1,20231224,1
L3A5_L3A2,20231224,1
L3A5_L3A3,20231224,1
L3A5_L3A4,20231224,1
L3A5_L3A5,20231224,1
L3A5_L3A1,20231225,1
L3A5_L3A2,20231225,1
L3A5_L3A3,20231225,1
L3A5_L3A4,20231225,1
L3A5_L3A5,20231225,1
L3A5_L3A1,20231230,1
L3A5_L3A2,20231230,1
L3A5_L3A3,20231230,1
L3A5_L3A4,20231230,1
L3A5_L3A5,20231230,1
L3A5_L3A1,20231231,1
L3A5_L3A2,20231231,1
L3A5_L3A3,20231231,1
L3A5_L3A4,20231231,1
L3A5_L3A5,20231231,1
L3A7_L3A1,20231212,1
L3A7_L3A2,20231212,1
L3A7_L3A3,20231212,1
L3A7_L3A4,20231212,1
L3A7_L3A5,20231212,1
L3A7_L3A6,20231212,1
L3A7_L3A7,20231212,1
L3A7_L3A1,20231213,1
L3A7_L3A2,20231213,1
L3A7_L3A3,20231213,1
L3A7_L3A4,20231213,1
L3A7_L3A5,20231213,1
L3A7_L3A6,20231213,1
L3A7_L3A7,20231213,1
L3A7_L3A1,20231214,1
L3A7_L3A2,20231214,1
L3A7_L3A3,20231214,1
L3A7_L3A4,20231214,1
L3A7_L3A5,20231214,1
L3A7_L3A6,20231214,1
L3A7_L3A7,20231214,1
L3A7_L3A1,20231215,1
L3A7_L3A2,20231215,1
L3A7_L3A3,20231215,1
L3A7_L3A4,20231215,1
L3A7_L3A5,20231215,1
L3A7_L3A6,20231215,1
L3A7_L3A7,20231215,1
L3A7_L3A1,20231218,1
L3A7_L3A2,20231218,1
L3A7_L3A3,20231218,1
L3A7_L3A4,20231218,1
L3A7_L3A5,20231218,1
L3A7_L3A6,20231218,1
L3A7_L3A7,20231218,1
L3A7_L3A1,20231219,1
L3A7_L3A2,20231219,1
L3A7_L3A3,20231219,1
L3A7_L3A4,20231219,1
L3A7_L3A5,20231219,1
L3A7_L3A6,20231219,1
L3A7_L3A7,20231219,1
L3A7_L3A1,20231220,1
L3A7_L3A2,20231220,1
L3A7_L3A3,20231220,1
L3A7_L3A4,20231220,1
L3A7_L3A5,20231220,1
L3A7_L3A6,20231220,1
L3A7_L3A7,20231220,1
L3A7_L3A1,20231221,1
L3A7_L3A2,20231221,1
L3A7_L3A3,20231221,1
L3A7_L3A4,20231221,1
L3A7_L3A5,20231221,1
L3A7_L3A6,20231221,1
L3A7_L3A7,20231221,1
L3A7_L3A1,20231222,1
L3A7_L3A2,20231222,1
L3A7_L3A3,20231222,1
L3A7_L3A4,20231222,1
L3A7_L3A5,20231222,1
L3A7_L3A6,20231222,1
L3A7_L3A7,20231222,1
L3A7_L3A1,20231226,1
L3A7_L3A2,20231226,1
L3A7_L3A3,20231226,1
L3A7_L3A4,20231226,1
L3A7_L3A5,20231226,1
L3A7_L3A6,20231226,1
L3A7_L3A7,20231226,1
L3A7_L3A1,20231227,1
L3A7_L3A2,20231227,1
L3A7_L3A3,20231227,1
L3A7_L3A4,20231227,1
L3A7_L3A5,20231227,1
L3A7_L3A6,20231227,1
L3A7_L3A7,20231227,1
L3A7_L3A1,20231228,1
L3A7_L3A2,20231228,1
L3A7_L3A3,20231228,1
L3A7_L3A4,20231228,1
L3A7_L3A5,20231228,1
L3A7_L3A6,20231228,1
L3A7_L3A7,20231228,1
L3A7_L3A1,20231229,1
L3A7_L3A2,20231229,1
L3A7_L3A3,20231229,1
L3A7_L3A4,20231229,1
L3A7_L3A5,20231229,1
L3A7_L3A6,20231229,1
L3A7_L3A7,20231229,1
L4D2A_L4A1,20231212,1
L4D2A_L4A2,20231212,1
L4D2A_L4A1,20231213,1
L4D2A_L4A2,20231213,1
L4D2A_L4A1,20231214,1
